ENSG00000223972.5	ENSG000002239725	DDX11L1
ENSG00000242790.1	ENSG000002427901	RP11-451G4.3
ENSG00000239443.1	ENSG000002394431	PABPC1P10
ENSG00000114805.16	ENSG0000011480516	PLCH1
ENSG00000248772.1	ENSG000002487721	RP11-639F1.1
ENSG00000243518.1	ENSG000002435181	RP11-639F1.2
ENSG00000242152.1	ENSG000002421521	RP11-639F1.3
ENSG00000272096.2	ENSG000002720962	RN7SL715P
ENSG00000239508.1	ENSG000002395081	PLCH1-AS1
ENSG00000242925.1	ENSG000002429251	PLCH1-AS2
ENSG00000239212.2	ENSG000002392122	RPL6P7
ENSG00000214919.3	ENSG000002149193	RP11-674E16.4
ENSG00000241307.1	ENSG000002413071	RP11-674E16.1
ENSG00000174928.15	ENSG0000017492815	C3orf33
ENSG00000169359.13	ENSG0000016935913	SLC33A1
ENSG00000163655.15	ENSG0000016365515	GMPS
ENSG00000240489.1	ENSG000002404891	SETP14
ENSG00000174930.4	ENSG000001749304	VN2R1P
ENSG00000169282.17	ENSG0000016928217	KCNAB1
ENSG00000242017.1	ENSG000002420171	ALG1L15P
ENSG00000242537.1	ENSG000002425371	MRE11P1
ENSG00000227709.4	ENSG000002277094	RP11-118D22.3
ENSG00000240596.1	ENSG000002405961	KCNAB1-AS2
ENSG00000242370.1	ENSG000002423701	KCNAB1-AS1
ENSG00000272990.1	ENSG000002729901	RP11-305K5.1
ENSG00000114850.6	ENSG000001148506	SSR3
ENSG00000243926.1	ENSG000002439261	TIPARP-AS1
ENSG00000163659.12	ENSG0000016365912	TIPARP
ENSG00000174912.7	ENSG000001749127	METTL15P1
ENSG00000240875.5	ENSG000002408755	LINC00886
ENSG00000230457.3	ENSG000002304573	PA2G4P4
ENSG00000197980.12	ENSG0000019798012	LEKR1
ENSG00000241879.1	ENSG000002418791	KLF3P2
ENSG00000239706.1	ENSG000002397061	RP11-6F2.3
ENSG00000222499.1	ENSG000002224991	RN7SKP177
ENSG00000243629.1	ENSG000002436291	LINC00880
ENSG00000241544.1	ENSG000002415441	LINC02029
ENSG00000241135.5	ENSG000002411355	LINC00881
ENSG00000163660.11	ENSG0000016366011	CCNL1
ENSG00000201778.1	ENSG000002017781	Y_RNA
ENSG00000244515.1	ENSG000002445151	KRT18P34
ENSG00000241770.1	ENSG000002417701	RP11-555M1.3
ENSG00000222675.1	ENSG000002226751	RNA5SP146
ENSG00000243176.5	ENSG000002431765	RP11-550I24.2
ENSG00000270981.1	ENSG000002709811	RP11-550I24.3
ENSG00000197415.11	ENSG0000019741511	VEPH1
ENSG00000163661.3	ENSG000001636613	PTX3
ENSG00000174899.10	ENSG0000017489910	PQLC2L
ENSG00000251751.1	ENSG000002517511	RN7SKP46
ENSG00000239716.1	ENSG000002397161	RP11-290K4.1
ENSG00000242536.1	ENSG000002425361	RP11-290K4.2
ENSG00000168779.19	ENSG0000016877919	SHOX2
ENSG00000174891.12	ENSG0000017489112	RSRC1
ENSG00000241723.1	ENSG000002417231	RP11-113A11.1
ENSG00000277143.1	ENSG000002771431	RP11-113A11.3
ENSG00000243314.1	ENSG000002433141	RP11-538P18.1
ENSG00000243150.5	ENSG000002431505	RP11-538P18.2
ENSG00000178053.17	ENSG0000017805317	MLF1
ENSG00000243025.1	ENSG000002430251	MTAPP1
ENSG00000243165.1	ENSG000002431651	RP11-79M21.3
ENSG00000168827.14	ENSG0000016882714	GFM1
ENSG00000079257.7	ENSG000000792577	LXN
ENSG00000272087.1	ENSG000002720871	RP11-379F4.7
ENSG00000272440.1	ENSG000002724401	RP11-379F4.6
ENSG00000118849.9	ENSG000001188499	RARRES1
ENSG00000118855.18	ENSG0000011885518	MFSD1
ENSG00000240207.6	ENSG000002402076	RP11-379F4.4
ENSG00000243675.1	ENSG000002436751	RP11-379F4.1
ENSG00000271778.1	ENSG000002717781	RP11-379F4.8
ENSG00000272247.1	ENSG000002722471	RP11-379F4.9
ENSG00000232374.5	ENSG000002323745	GPR79
ENSG00000279311.1	ENSG000002793111	RP11-170K4.2
ENSG00000283154.2	ENSG000002831542	IQCJ-SCHIP1
ENSG00000214216.10	ENSG0000021421610	IQCJ
ENSG00000263634.1	ENSG000002636341	MIR3919
ENSG00000244249.1	ENSG000002442491	RP11-441M10.1
ENSG00000243116.1	ENSG000002431161	RP11-564C24.1
ENSG00000241211.1	ENSG000002412111	IQCJ-SCHIP1-AS1
ENSG00000252763.1	ENSG000002527631	RNU2-31P
ENSG00000151967.18	ENSG0000015196718	SCHIP1
ENSG00000244040.5	ENSG000002440405	IL12A-AS1
ENSG00000168811.6	ENSG000001688116	IL12A
ENSG00000242107.2	ENSG000002421072	LINC01100
ENSG00000184100.6	ENSG000001841006	BRD7P2
ENSG00000180044.5	ENSG000001800445	C3orf80
ENSG00000248710.1	ENSG000002487101	RP11-432B6.3
ENSG00000068885.14	ENSG0000006888514	IFT80
ENSG00000243687.1	ENSG000002436871	RP11-432B6.1
ENSG00000113810.15	ENSG0000011381015	SMC4
ENSG00000207779.1	ENSG000002077791	MIR15B
ENSG00000198987.1	ENSG000001989871	MIR16-2
ENSG00000213186.7	ENSG000002131867	TRIM59
ENSG00000244009.1	ENSG000002440091	B3GAT3P1
ENSG00000238427.1	ENSG000002384271	RNU7-136P
ENSG00000186432.8	ENSG000001864328	KPNA4
ENSG00000238741.1	ENSG000002387411	SCARNA7
ENSG00000229320.3	ENSG000002293203	KRT8P12
ENSG00000242285.1	ENSG000002422851	RPL6P8
ENSG00000179674.3	ENSG000001796743	ARL14
ENSG00000207084.1	ENSG000002070841	SNORA72
ENSG00000260572.1	ENSG000002605721	RP11-16N11.2
ENSG00000163590.13	ENSG0000016359013	PPM1L
ENSG00000169255.13	ENSG0000016925513	B3GALNT1
ENSG00000169251.12	ENSG0000016925112	NMD3
ENSG00000271052.1	ENSG000002710521	RP11-479I16.2
ENSG00000240138.1	ENSG000002401381	EEF1GP4
ENSG00000243838.1	ENSG000002438381	PSMC1P7
ENSG00000196542.8	ENSG000001965428	SPTSSB
ENSG00000240567.1	ENSG000002405671	LINC02067
ENSG00000269888.1	ENSG000002698881	RP11-3P17.5
ENSG00000234851.4	ENSG000002348514	RPL23AP42
ENSG00000182447.4	ENSG000001824474	OTOL1
ENSG00000240354.1	ENSG000002403541	RP11-774I5.1
ENSG00000241874.1	ENSG000002418741	TOMM22P6
ENSG00000243044.1	ENSG000002430441	RP13-526J3.1
ENSG00000241168.1	ENSG000002411681	RP11-10O22.1
ENSG00000244571.1	ENSG000002445711	RPS6P4
ENSG00000241369.5	ENSG000002413695	LINC01192
ENSG00000238924.2	ENSG000002389242	RNU7-82P
ENSG00000240792.1	ENSG000002407921	RP11-418B12.1
ENSG00000214210.4	ENSG000002142104	RP11-208P4.1
ENSG00000221251.1	ENSG000002212511	MIR1263
ENSG00000241636.1	ENSG000002416361	LINC01323
ENSG00000241767.2	ENSG000002417672	LINC01324
ENSG00000090402.7	ENSG000000904027	SI
ENSG00000200052.1	ENSG000002000521	Y_RNA
ENSG00000239205.1	ENSG000002392051	LINC02023
ENSG00000121871.3	ENSG000001218713	SLITRK3
ENSG00000244128.5	ENSG000002441285	LINC01322
ENSG00000114200.9	ENSG000001142009	BCHE
ENSG00000242178.1	ENSG000002421781	MTND4P17
ENSG00000240084.1	ENSG000002400841	MTND4LP10
ENSG00000240824.1	ENSG000002408241	MTND3P7
ENSG00000242456.1	ENSG000002424561	MTCO3P38
ENSG00000242326.1	ENSG000002423261	RP11-12N13.2
ENSG00000244429.1	ENSG000002444291	RP11-12N13.1
ENSG00000244321.1	ENSG000002443211	LINC01326
ENSG00000274149.1	ENSG000002741491	RP11-450H5.4
ENSG00000251759.1	ENSG000002517591	RN7SKP298
ENSG00000224962.4	ENSG000002249624	PSAT1P4
ENSG00000240458.1	ENSG000002404581	RP11-450H5.3
ENSG00000231516.3	ENSG000002315163	CBX1P5
ENSG00000240033.1	ENSG000002400331	RP11-12K11.2
ENSG00000239227.1	ENSG000002392271	RP11-12K11.1
ENSG00000220343.5	ENSG000002203435	RP11-440K22.1
ENSG00000169064.12	ENSG0000016906412	ZBBX
ENSG00000241669.1	ENSG000002416691	LINC01327
ENSG00000114204.14	ENSG0000011420414	SERPINI2
ENSG00000174776.10	ENSG0000017477610	WDR49
ENSG00000114209.14	ENSG0000011420914	PDCD10
ENSG00000241120.1	ENSG000002411201	HMGN1P8
ENSG00000163536.12	ENSG0000016353612	SERPINI1
ENSG00000244227.6	ENSG000002442276	LRRC77P
ENSG00000244706.2	ENSG000002447062	RP11-298O21.3
ENSG00000239238.1	ENSG000002392381	MEMO1P3
ENSG00000242036.1	ENSG000002420361	RP11-603B13.1
ENSG00000241203.1	ENSG000002412031	HMGN2P26
ENSG00000173905.8	ENSG000001739058	GOLIM4
ENSG00000206120.11	ENSG0000020612011	EGFEM1P
ENSG00000241882.1	ENSG000002418821	RP11-637O11.2
ENSG00000222357.1	ENSG000002223571	RNU2-20P
ENSG00000207717.1	ENSG000002077171	MIR551B
ENSG00000226765.1	ENSG000002267651	RPSAP33
ENSG00000231688.1	ENSG000002316881	RPL21P43
ENSG00000242268.2	ENSG000002422682	LINC02082
ENSG00000272797.1	ENSG000002727971	RP11-368I23.3
ENSG00000273177.1	ENSG000002731771	RP11-368I23.4
ENSG00000241383.1	ENSG000002413831	LINC01997
ENSG00000085276.17	ENSG0000008527617	MECOM
ENSG00000241479.1	ENSG000002414791	RP11-641D5.2
ENSG00000213178.3	ENSG000002131783	RP11-641D5.1
ENSG00000242795.2	ENSG000002427952	RP11-3K16.2
ENSG00000244381.1	ENSG000002443811	RP11-3K16.1
ENSG00000206777.1	ENSG000002067771	RNU6-637P
ENSG00000270141.3	ENSG000002701413	TERC
ENSG00000277925.1	ENSG000002779251	Telomerase-vert
ENSG00000184378.2	ENSG000001843782	ACTRT3
ENSG00000269889.1	ENSG000002698891	RP11-816J6.3
ENSG00000085274.15	ENSG0000008527415	MYNN
ENSG00000269984.1	ENSG000002699841	RP11-362K14.5
ENSG00000171757.15	ENSG0000017175715	LRRC34
ENSG00000270135.1	ENSG000002701351	RP11-362K14.7
ENSG00000270096.1	ENSG000002700961	RP11-362K14.6
ENSG00000188306.6	ENSG000001883066	LRRIQ4
ENSG00000114248.9	ENSG000001142489	LRRC31
ENSG00000240128.1	ENSG000002401281	KRT18P43
ENSG00000187033.9	ENSG000001870339	SAMD7
ENSG00000244039.1	ENSG000002440391	RP11-379K17.2
ENSG00000239219.2	ENSG000002392192	RP11-379K17.4
ENSG00000244193.1	ENSG000002441931	RP11-379K17.5
ENSG00000008952.16	ENSG0000000895216	SEC62
ENSG00000240373.1	ENSG000002403731	SEC62-AS1
ENSG00000173890.16	ENSG0000017389016	GPR160
ENSG00000201342.1	ENSG000002013421	RNU4-38P
ENSG00000242583.1	ENSG000002425831	RP11-379K17.9
ENSG00000173889.15	ENSG0000017388915	PHC3
ENSG00000268220.1	ENSG000002682201	RP11-379K17.12
ENSG00000199536.1	ENSG000001995361	RNU6-315P
ENSG00000163558.12	ENSG0000016355812	PRKCI
ENSG00000200118.1	ENSG000002001181	Y_RNA
ENSG00000239628.1	ENSG000002396281	RP11-543D10.2
ENSG00000136603.13	ENSG0000013660313	SKIL
ENSG00000242578.1	ENSG000002425781	RP11-469J4.3
ENSG00000013297.10	ENSG0000001329710	CLDN11
ENSG00000283474.1	ENSG000002834741	MIR6828
ENSG00000013293.5	ENSG000000132935	SLC7A14
ENSG00000241416.1	ENSG000002414161	KRT8P13
ENSG00000213174.3	ENSG000002131743	RP11-373E16.1
ENSG00000244738.1	ENSG000002447381	RP11-373E16.3
ENSG00000239739.1	ENSG000002397391	RP11-373E16.4
ENSG00000163584.17	ENSG0000016358417	RPL22L1
ENSG00000163577.7	ENSG000001635777	EIF5A2
ENSG00000240704.1	ENSG000002407041	KLF7P1
ENSG00000199488.1	ENSG000001994881	RNU1-70P
ENSG00000163581.13	ENSG0000016358113	SLC2A2
ENSG00000154310.16	ENSG0000015431016	TNIK
ENSG00000207963.1	ENSG000002079631	MIR569
ENSG00000222506.1	ENSG000002225061	Y_RNA
ENSG00000279673.1	ENSG000002796731	RP11-185E8.2
ENSG00000240497.2	ENSG000002404972	RP11-185E8.1
ENSG00000207114.1	ENSG000002071141	RNU6-348P
ENSG00000234594.1	ENSG000002345941	RP11-263C16.2
ENSG00000075651.15	ENSG0000007565115	PLD1
ENSG00000186329.9	ENSG000001863299	TMEM212
ENSG00000234717.1	ENSG000002347171	TMEM212-AS1
ENSG00000235943.1	ENSG000002359431	TMEM212-IT1
ENSG00000075420.12	ENSG0000007542012	FNDC3B
ENSG00000237483.1	ENSG000002374831	RPS27AP8
ENSG00000243398.3	ENSG000002433983	RN7SL141P
ENSG00000279862.1	ENSG000002798621	RP11-423E7.2
ENSG00000236686.1	ENSG000002366861	BZW1P1
ENSG00000121853.3	ENSG000001218533	GHSR
ENSG00000121858.10	ENSG0000012185810	TNFSF10
ENSG00000224611.1	ENSG000002246111	AC007919.18
ENSG00000223387.6	ENSG000002233876	LINC02068
ENSG00000224426.1	ENSG000002244261	SLC31A1P1
ENSG00000144959.9	ENSG000001449599	NCEH1
ENSG00000231384.1	ENSG000002313841	AC007919.19
ENSG00000252082.1	ENSG000002520821	RNU6-547P
ENSG00000114346.13	ENSG0000011434613	ECT2
ENSG00000200355.1	ENSG000002003551	SNORA72
ENSG00000201458.1	ENSG000002014581	RNU4-4P
ENSG00000227440.1	ENSG000002274401	ATP5G1P4
ENSG00000237501.1	ENSG000002375011	RP11-816B4.1
ENSG00000144962.6	ENSG000001449626	SPATA16
ENSG00000237473.1	ENSG000002374731	RP11-324C10.1
ENSG00000169760.17	ENSG0000016976017	NLGN1
ENSG00000237645.1	ENSG000002376451	RP11-521A24.1
ENSG00000228213.5	ENSG000002282135	NLGN1-AS1
ENSG00000252982.1	ENSG000002529821	RN7SKP234
ENSG00000232601.1	ENSG000002326011	RP11-393N4.1
ENSG00000213169.3	ENSG000002131693	RP11-393N4.2
ENSG00000177694.15	ENSG0000017769415	NAALADL2
ENSG00000253020.2	ENSG000002530202	RN7SKP40
ENSG00000230497.2	ENSG000002304972	EEF1B2P8
ENSG00000230292.5	ENSG000002302925	NAALADL2-AS3
ENSG00000226779.1	ENSG000002267791	NAALADL2-AS2
ENSG00000264974.1	ENSG000002649741	MIR4789
ENSG00000199792.1	ENSG000001997921	RNU6-1233P
ENSG00000201648.1	ENSG000002016481	RNU4-91P
ENSG00000236241.1	ENSG000002362411	RP11-744O11.2
ENSG00000214192.3	ENSG000002141923	UBE2V1P2
ENSG00000201452.1	ENSG000002014521	RNU6-1317P
ENSG00000225552.1	ENSG000002255521	NAALADL2-AS1
ENSG00000260217.1	ENSG000002602171	RP11-809F4.3
ENSG00000230362.1	ENSG000002303621	ACTG1P23
ENSG00000236357.1	ENSG000002363571	EI24P1
ENSG00000271413.1	ENSG000002714131	RP11-809F4.4
ENSG00000238026.1	ENSG000002380261	RP11-78E6.1
ENSG00000283333.1	ENSG000002833331	MIR7977
ENSG00000223715.1	ENSG000002237151	LINC01208
ENSG00000232461.1	ENSG000002324611	RP11-644C3.1
ENSG00000252302.1	ENSG000002523021	RNA5SP147
ENSG00000228308.1	ENSG000002283081	LINC01209
ENSG00000231888.1	ENSG000002318881	MTND5P15
ENSG00000177565.16	ENSG0000017756516	TBL1XR1
ENSG00000231310.3	ENSG000002313103	TBL1XR1-AS1
ENSG00000201343.1	ENSG000002013431	Y_RNA
ENSG00000200882.1	ENSG000002008821	RNU6-681P
ENSG00000203645.2	ENSG000002036452	LINC00501
ENSG00000236893.1	ENSG000002368931	ASS1P7
ENSG00000226782.2	ENSG000002267822	RP11-706D8.3
ENSG00000228221.5	ENSG000002282215	LINC00578
ENSG00000252028.1	ENSG000002520281	RN7SKP52
ENSG00000236385.1	ENSG000002363851	RP11-114M1.2
ENSG00000200288.1	ENSG000002002881	SNORA18
ENSG00000228561.2	ENSG000002285612	RP11-114M1.1
ENSG00000277241.1	ENSG000002772411	RP11-114M1.3
ENSG00000231574.5	ENSG000002315745	LINC02015
ENSG00000225790.1	ENSG000002257901	RP11-2L8.1
ENSG00000270321.1	ENSG000002703211	RP11-2L8.2
ENSG00000199858.1	ENSG000001998581	RNU6-1120P
ENSG00000223930.5	ENSG000002239305	RP11-33A14.1
ENSG00000197584.11	ENSG0000019758411	KCNMB2
ENSG00000275163.1	ENSG000002751631	RP11-385J1.3
ENSG00000223941.5	ENSG000002239415	LINC01014
ENSG00000252336.1	ENSG000002523361	RNA5SP148
ENSG00000271131.1	ENSG000002711311	RP11-33A14.3
ENSG00000237978.5	ENSG000002379785	KCNMB2-AS1
ENSG00000172667.10	ENSG0000017266710	ZMAT3
ENSG00000200616.1	ENSG000002006161	Y_RNA
ENSG00000229102.1	ENSG000002291021	RP11-360P21.2
ENSG00000121879.3	ENSG000001218793	PIK3CA
ENSG00000201957.1	ENSG000002019571	SNORA25
ENSG00000171121.16	ENSG0000017112116	KCNMB3
ENSG00000240429.1	ENSG000002404291	LRRFIP1P1
ENSG00000121864.9	ENSG000001218649	ZNF639
ENSG00000260743.1	ENSG000002607431	RP11-255C15.3
ENSG00000171109.18	ENSG0000017110918	MFN1
ENSG00000114450.9	ENSG000001144509	GNB4
ENSG00000242539.2	ENSG000002425392	AC007620.3
ENSG00000272699.1	ENSG000002726991	RP11-145M9.5
ENSG00000239255.1	ENSG000002392551	RP11-145M9.2
ENSG00000181260.8	ENSG000001812608	MTHFD2P7
ENSG00000136518.16	ENSG0000013651816	ACTL6A
ENSG00000272910.1	ENSG000002729101	RP11-15L13.4
ENSG00000272660.1	ENSG000002726601	RP11-145M9.6
ENSG00000136522.13	ENSG0000013652213	MRPL47
ENSG00000136521.12	ENSG0000013652112	NDUFB5
ENSG00000239096.1	ENSG000002390961	snoU13
ENSG00000243977.1	ENSG000002439771	RP11-473P24.2
ENSG00000058056.8	ENSG000000580568	USP13
ENSG00000114757.18	ENSG0000011475718	PEX5L
ENSG00000270178.1	ENSG000002701781	RP11-494H4.3
ENSG00000243799.1	ENSG000002437991	PEX5L-AS1
ENSG00000244302.1	ENSG000002443021	PEX5L-AS2
ENSG00000201822.1	ENSG000002018221	RNA5SP149
ENSG00000282327.1	ENSG000002823271	RP11-657G5.2
ENSG00000213158.6	ENSG000002131586	GAPDHP36
ENSG00000239880.1	ENSG000002398801	RP11-420J11.1
ENSG00000241696.1	ENSG000002416961	LINC02053
ENSG00000201810.1	ENSG000002018101	U8
ENSG00000239774.1	ENSG000002397741	RP11-496B10.3
ENSG00000199986.1	ENSG000001999861	RNU6-486P
ENSG00000241946.1	ENSG000002419461	RP11-496B10.1
ENSG00000163728.10	ENSG0000016372810	TTC14
ENSG00000145075.11	ENSG0000014507511	CCDC39
ENSG00000243187.1	ENSG000002431871	CCDC39-AS1
ENSG00000242811.3	ENSG000002428113	RN7SL229P
ENSG00000242068.1	ENSG000002420681	RP11-259P15.4
ENSG00000241473.1	ENSG000002414731	RP11-259P15.3
ENSG00000239516.1	ENSG000002395161	FLYWCH1P1
ENSG00000114416.17	ENSG0000011441617	FXR1
ENSG00000213157.3	ENSG000002131573	RP11-259P15.1
ENSG00000205981.6	ENSG000002059816	DNAJC19
ENSG00000242808.7	ENSG000002428087	SOX2-OT
ENSG00000242140.1	ENSG000002421401	RP11-262M14.2
ENSG00000206932.1	ENSG000002069321	RNU6-4P
ENSG00000237806.1	ENSG000002378061	FAUP2
ENSG00000241231.1	ENSG000002412311	RP11-275H4.1
ENSG00000235294.1	ENSG000002352941	RPL7AP25
ENSG00000239381.6	ENSG000002393816	RP11-4B14.3
ENSG00000276074.1	ENSG000002760741	SOX2OT_exon1
ENSG00000276690.1	ENSG000002766901	SOX2OT_exon3
ENSG00000181449.3	ENSG000001814493	SOX2
ENSG00000278026.1	ENSG000002780261	SOX2OT_exon4
ENSG00000266317.2	ENSG000002663172	RN7SL703P
ENSG00000199839.1	ENSG000001998391	RNA5SP150
ENSG00000239805.1	ENSG000002398051	RP11-252O18.2
ENSG00000213155.4	ENSG000002131554	RP11-252O18.3
ENSG00000242512.8	ENSG000002425128	LINC01206
ENSG00000252257.1	ENSG000002522571	RN7SKP265
ENSG00000240478.1	ENSG000002404781	RP11-416O18.2
ENSG00000242012.1	ENSG000002420121	RP11-338L18.1
ENSG00000241098.1	ENSG000002410981	LINC01994
ENSG00000244199.1	ENSG000002441991	EIF4EP3
ENSG00000244247.1	ENSG000002442471	LINC01995
ENSG00000228766.3	ENSG000002287663	RPL7L1P8
ENSG00000238837.3	ENSG000002388373	LINC02031
ENSG00000243378.1	ENSG000002433781	RP11-646E18.3
ENSG00000260377.1	ENSG000002603771	RP11-646E18.4
ENSG00000240063.1	ENSG000002400631	RP11-225N10.1
ENSG00000058063.15	ENSG0000005806315	ATP11B
ENSG00000270554.1	ENSG000002705541	RP11-225N10.3
ENSG00000273261.1	ENSG000002732611	RP11-531F16.4
ENSG00000043093.13	ENSG0000004309313	DCUN1D1
ENSG00000244346.1	ENSG000002443461	RP11-531F16.3
ENSG00000078070.12	ENSG0000007807012	MCCC1
ENSG00000243368.2	ENSG000002433682	MCCC1-AS1
ENSG00000078081.7	ENSG000000780817	LAMP3
ENSG00000053524.12	ENSG0000005352412	MCF2L2
ENSG00000176597.11	ENSG0000017659711	B3GNT5
ENSG00000202502.1	ENSG000002025021	RNA5SP151
ENSG00000240024.5	ENSG000002400245	LINC00888
ENSG00000201229.1	ENSG000002012291	SNORA63
ENSG00000253092.1	ENSG000002530921	SNORA81
ENSG00000199363.1	ENSG000001993631	SNORA63
ENSG00000251730.1	ENSG000002517301	SNORA4
ENSG00000271682.1	ENSG000002716821	RP11-393B14.2
ENSG00000172578.11	ENSG0000017257811	KLHL6
ENSG00000242522.1	ENSG000002425221	KLHL6-AS1
ENSG00000243584.1	ENSG000002435841	RP11-14I2.2
ENSG00000114796.15	ENSG0000011479615	KLHL24
ENSG00000163872.15	ENSG0000016387215	YEATS2
ENSG00000233885.7	ENSG000002338857	YEATS2-AS1
ENSG00000283765.1	ENSG000002837651	RP11-449K6.5
ENSG00000180834.7	ENSG000001808347	MAP6D1
ENSG00000175193.13	ENSG0000017519313	PARL
ENSG00000234371.6	ENSG000002343716	RPSAP31
ENSG00000263932.1	ENSG000002639321	MIR4448
ENSG00000233441.6	ENSG000002334416	CYP2AB1P
ENSG00000114770.16	ENSG0000011477016	ABCC5
ENSG00000223882.1	ENSG000002238821	ABCC5-AS1
ENSG00000223529.1	ENSG000002235291	EEF1A1P8
ENSG00000186090.10	ENSG0000018609010	HTR3D
ENSG00000178084.1	ENSG000001780841	HTR3C
ENSG00000233576.1	ENSG000002335761	RP11-778D9.9
ENSG00000207351.1	ENSG000002073511	Y_RNA
ENSG00000238020.1	ENSG000002380201	HTR3E-AS1
ENSG00000186038.9	ENSG000001860389	HTR3E
ENSG00000205955.4	ENSG000002059554	HSP90AA5P
ENSG00000273181.1	ENSG000002731811	RP11-778D9.13
ENSG00000272721.5	ENSG000002727215	RP11-778D9.12
ENSG00000145191.12	ENSG0000014519112	EIF2B5
ENSG00000228205.1	ENSG000002282051	RP11-778D9.4
ENSG00000161202.17	ENSG0000016120217	DVL3
ENSG00000161203.13	ENSG0000016120313	AP2M1
ENSG00000161204.11	ENSG0000016120411	ABCF3
ENSG00000145198.14	ENSG0000014519814	VWA5B2
ENSG00000221120.1	ENSG000002211201	MIR1224
ENSG00000214160.9	ENSG000002141609	ALG3
ENSG00000145194.17	ENSG0000014519417	ECE2
ENSG00000163888.3	ENSG000001638883	CAMK2N2
ENSG00000175166.16	ENSG0000017516616	PSMD2
ENSG00000114867.20	ENSG0000011486720	EIF4G1
ENSG00000212158.1	ENSG000002121581	SNORD66
ENSG00000175182.14	ENSG0000017518214	FAM131A
ENSG00000114859.15	ENSG0000011485915	CLCN2
ENSG00000163882.9	ENSG000001638829	POLR2H
ENSG00000090534.17	ENSG0000009053417	THPO
ENSG00000090539.15	ENSG0000009053915	CHRD
ENSG00000224153.2	ENSG000002241532	LINC02054
ENSG00000283625.1	ENSG000002836251	RP11-433C9.3
ENSG00000227509.1	ENSG000002275091	LINC01839
ENSG00000230215.1	ENSG000002302151	LINC01840
ENSG00000182580.2	ENSG000001825802	EPHB3
ENSG00000177383.4	ENSG000001773834	MAGEF1
ENSG00000272970.1	ENSG000002729701	RP11-329B9.4
ENSG00000273403.1	ENSG000002734031	RP11-329B9.3
ENSG00000272922.1	ENSG000002729221	RP11-329B9.5
ENSG00000229433.1	ENSG000002294331	LINC02069
ENSG00000156931.15	ENSG0000015693115	VPS8
ENSG00000187068.2	ENSG000001870682	C3orf70
ENSG00000223358.5	ENSG000002233585	EHHADH-AS1
ENSG00000113790.10	ENSG0000011379010	EHHADH
ENSG00000229704.1	ENSG000002297041	EIF2S2P2
ENSG00000264614.1	ENSG000002646141	MIR5588
ENSG00000073803.13	ENSG0000007380313	MAP3K13
ENSG00000229638.1	ENSG000002296381	RPL4P4
ENSG00000163900.10	ENSG0000016390010	TMEM41A
ENSG00000163898.9	ENSG000001638989	LIPH
ENSG00000163904.12	ENSG0000016390412	SENP2
ENSG00000236489.1	ENSG000002364891	RP11-537I16.2
ENSG00000073792.15	ENSG0000007379215	IGF2BP2
ENSG00000163915.7	ENSG000001639157	IGF2BP2-AS1
ENSG00000265470.1	ENSG000002654701	MIR548AQ
ENSG00000136527.17	ENSG0000013652717	TRA2B
ENSG00000171658.8	ENSG000001716588	NMRAL2P
ENSG00000244405.7	ENSG000002444057	ETV5
ENSG00000277118.1	ENSG000002771181	Metazoa_SRP
ENSG00000234197.1	ENSG000002341971	ETV5-AS1
ENSG00000058866.14	ENSG0000005886614	DGKG
ENSG00000234548.5	ENSG000002345485	LINC02020
ENSG00000224406.5	ENSG000002244065	LINC02052
ENSG00000226859.1	ENSG000002268591	LINC02051
ENSG00000213139.7	ENSG000002131397	CRYGS
ENSG00000113838.12	ENSG0000011383812	TBCCD1
ENSG00000090520.11	ENSG0000009052011	DNAJB11
ENSG00000197099.8	ENSG000001970998	RP11-573D15.8
ENSG00000283149.1	ENSG000002831491	RP11-134F2.8
ENSG00000283390.1	ENSG000002833901	RP11-134F2.7
ENSG00000145192.12	ENSG0000014519212	AHSG
ENSG00000275696.1	ENSG000002756961	Metazoa_SRP
ENSG00000090512.11	ENSG0000009051211	FETUB
ENSG00000113905.4	ENSG000001139054	HRG
ENSG00000225175.1	ENSG000002251751	RP11-795A2.2
ENSG00000226724.1	ENSG000002267241	RP11-795A2.3
ENSG00000113889.11	ENSG0000011388911	KNG1
ENSG00000226652.3	ENSG000002266523	PSMD10P2
ENSG00000207505.1	ENSG000002075051	RNU6-1105P
ENSG00000230951.1	ENSG000002309511	GPS2P2
ENSG00000263826.1	ENSG000002638261	RP11-573D15.9
ENSG00000156976.16	ENSG0000015697616	EIF4A2
ENSG00000238942.1	ENSG000002389421	SNORD2
ENSG00000200418.1	ENSG000002004181	SNORA63
ENSG00000283958.1	ENSG000002839581	MIR1248
ENSG00000221420.2	ENSG000002214202	SNORA81
ENSG00000200320.1	ENSG000002003201	SNORA63
ENSG00000263776.1	ENSG000002637761	SNORA4
ENSG00000163918.10	ENSG0000016391810	RFC4
ENSG00000231724.1	ENSG000002317241	RP11-573D15.3
ENSG00000232233.1	ENSG000002322331	LINC02043
ENSG00000231982.1	ENSG000002319821	RP11-573D15.1
ENSG00000181092.9	ENSG000001810929	ADIPOQ
ENSG00000226482.1	ENSG000002264821	ADIPOQ-AS1
ENSG00000223803.1	ENSG000002238031	RPS20P14
ENSG00000233565.1	ENSG000002335651	RP11-42D20.1
ENSG00000073849.14	ENSG0000007384914	ST6GAL1
ENSG00000163923.9	ENSG000001639239	RPL39L
