	CD34+	CD56+ NK	CD4+/CD45RA+/CD25- Naive T	CD4+/CD25 T Reg	CD8+/CD45RA+ Naive Cytotoxic	CD4+/CD45RO+ Memory	CD8+ Cytotoxic T	CD19+ B	CD4+ T Helper2	CD14+ Monocyte	Dendritic
ENSG00000161013	    5.74529	    4.74615	    2.95065	    3.54348	    3.76876	    5.86946	    4.18285	    3.47677	    2.90566	   16.9370	    2.443
ENSG00000161011	   51.56832	  132.59570	   69.10742	  117.85933	   55.31213	   81.06029	   64.25820	   84.29404	   88.91323	  190.1316	   87.938
ENSG00000161010	   11.35130	   10.08558	   20.42163	   18.71884	   17.56908	   16.18735	   13.70033	   24.05360	   20.59791	    6.0099	   14.656
ENSG00000245317	    4.42213	    1.48317	    1.39768	    1.77174	    2.10607	    1.11211	    1.09118	    1.41909	    1.29140	    0.5464	    4.885
ENSG00000197226	   13.37086	   14.60926	    9.08491	   10.70748	    6.59533	    9.51470	    8.30507	   13.48137	   10.65409	   29.5032	   14.656
ENSG00000113269	  245.51537	   38.41419	   12.34616	   10.39935	   12.58102	   10.44146	   16.67076	   19.15774	   13.23690	  201.0587	   85.496
ENSG00000050748	    4.21321	    4.22704	    2.17417	    2.77316	    2.71573	    3.64524	    3.27353	    4.11537	    2.51824	    3.2781	    7.328
ENSG00000248367	    1.46244	    0.74159	    1.08708	    1.38658	    1.77354	    1.72995	    2.00049	    0.85145	    1.42055	    0.5464	    4.885
ENSG00000131459	    0.03482	    0.22248	    0.07765	    0.07703	    0.05542	    0.24714	    0.42435	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000113300	    5.98903	    4.74615	    2.17417	    2.07987	    3.43622	    2.71849	    2.78856	    3.05105	    1.48512	    2.1854	    2.443
ENSG00000161055	    1.53208	    0.14832	    0.07765	    0.77032	    0.33254	    0.55605	    1.81863	    0.07095	    0.38742	    4.3708	    4.885
ENSG00000037280	    0.03482	    0.29663	    0.15530	    0.61626	    0.27711	    0.43249	    0.90931	    0.07095	    0.64570	    0.5464	    2.443
ENSG00000131446	   36.45647	   75.49353	   54.89769	   78.95805	   45.16973	   54.67863	   40.00983	   33.56152	   70.38157	  175.3800	   83.053
ENSG00000245060	   10.58526	    9.26983	   13.04500	   14.48206	   11.14002	    8.89686	    7.88072	    6.45687	   14.14088	    2.1854	   14.656
ENSG00000196670	   12.57000	    8.08330	   16.46154	   13.55767	   14.96420	   12.10962	   12.91226	   13.55232	   15.30315	    3.2781	    4.885
ENSG00000165810	    0.06964	    0.14832	    0.15530	    0.07703	    0.05542	    0.06178	    0.06062	    4.61205	    0.06457	    0.5464	    2.443
ENSG00000248473	    0.31338	    0.29663	    0.31060	    0.30813	    0.16627	    0.43249	    0.06062	    0.21286	    0.06457	    1.0927	    2.443
ENSG00000250222	    8.60052	    5.56190	    4.96952	    3.31239	    7.70379	    6.36373	    6.42582	    2.69627	    3.74507	    6.5563	    4.885
ENSG00000146054	    0.10446	    0.29663	    0.23295	    1.00142	    0.27711	    0.74141	    0.30310	    0.63859	    0.19371	   11.4735	    2.443
ENSG00000250900	    0.20892	    0.22248	    0.23295	    0.30813	    0.27711	    0.12357	    0.12124	    0.28382	    0.32285	    1.0927	    2.443
ENSG00000146063	    6.72025	   11.12380	    9.16256	   15.56051	   11.02917	   12.17140	    9.63873	    8.23073	   11.94550	   10.3807	    4.885
ENSG00000204628	 5379.33186	 2204.06983	 5041.73584	 4717.14646	 4257.03915	 3670.26427	 3787.96053	 4457.01192	 4864.14129	 2440.0225	 3925.467
ENSG00000233937	    2.43740	    2.00228	    3.57184	    3.31239	    2.27234	    4.01594	    1.87925	    5.10873	    3.29308	    1.6391	    4.885
ENSG00000183718	    7.62557	   14.09015	   11.80262	   13.01845	    9.58818	   10.07075	    9.88121	    9.01123	   14.59288	    5.4636	    7.328
ENSG00000268397	    0.10446	    0.29663	    0.38824	    0.53923	    0.22169	    0.30892	    0.24248	    0.56764	    0.77484	    0.5464	    2.443
ENSG00000248275	   35.72525	   43.97609	   32.53484	   28.57896	   33.19837	   28.48231	   31.40165	   34.27106	   22.59959	   27.8641	   17.099
ENSG00000248103	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.21286	    0.06457	    0.5464	    2.443
ENSG00000170590	    0.06964	    0.07416	    0.07765	    0.15406	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000112679	   26.08013	   35.74448	   21.97461	   29.42632	   18.78839	   17.60837	   20.97485	   94.44055	   22.08302	   67.7480	   24.427
ENSG00000137265	    0.17410	    0.14832	    0.69884	    1.15548	    0.22169	    0.43249	    0.18186	    7.37928	    0.45199	    6.0099	    2.443
ENSG00000112685	    5.22299	   15.42500	    7.60958	    8.16542	    6.31822	    7.84654	    7.21389	    7.45023	    7.29644	    4.3708	    4.885
ENSG00000230433	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.12357	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000188996	    0.41784	    2.15060	    2.25181	    4.46787	    1.71811	    2.90384	    2.30360	    2.48341	    2.71195	    0.5464	    2.443
ENSG00000272463	    3.30789	    2.96635	    1.86357	    2.15690	    0.99761	    1.48281	    1.75801	    3.33487	    3.03480	    1.0927	    2.443
ENSG00000271727	    0.10446	    0.07416	    0.07765	    0.07703	    0.05542	    0.18535	    0.12124	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000271911	    0.06964	    0.07416	    0.07765	    0.15406	    0.05542	    0.12357	    0.06062	    0.21286	    0.06457	    0.5464	    2.443
ENSG00000272279	    1.07942	    2.07644	    1.63062	    2.15690	    0.38796	    1.54459	    0.24248	    0.56764	    1.61426	    2.7318	    2.443
ENSG00000112699	   36.90913	   17.20481	   14.98622	   19.02696	   15.40759	   13.53064	   15.45834	   13.05564	   18.01510	   24.0396	   34.198
ENSG00000250903	    9.15764	    9.04736	    4.96952	    6.39368	    5.37603	    6.67265	    6.97141	    9.29505	    5.35933	    7.1026	   14.656
ENSG00000272465	    0.13928	    0.07416	    0.15530	    0.15406	    0.05542	    0.06178	    0.06062	    0.07095	    0.19371	    0.5464	    2.443
ENSG00000145949	    0.62676	    0.22248	    0.07765	    0.15406	    0.05542	    0.24714	    0.18186	    0.28382	    0.12914	    0.5464	    2.443
ENSG00000124535	   22.49368	    6.15517	    3.64949	    4.31381	    4.04588	    4.69557	    4.36471	    5.10873	    3.93879	    7.1026	    9.771
ENSG00000021355	  940.79984	  187.54728	  121.67565	  121.63391	   82.46940	   95.88840	   82.50511	   82.16540	  124.74972	  150.7940	  293.128
ENSG00000230438	    1.32316	    0.66743	    0.23295	    1.15548	    1.27473	    1.11211	    0.66683	    8.72741	    0.90398	    2.1854	    2.443
ENSG00000170542	    5.57119	   11.42044	    7.60958	    7.47213	    7.92549	    8.15546	    6.85017	    6.24400	   10.52495	    4.3708	   26.870
ENSG00000124570	  197.42904	  110.79305	   44.25981	   28.34787	   63.79185	   21.56253	   51.70967	   26.39510	   35.12621	  145.8768	  212.518
ENSG00000244041	    4.87479	    5.11695	    8.30842	    8.47355	    4.71095	    4.63378	    4.48595	    1.49005	    8.78155	    3.2781	    2.443
ENSG00000124588	   36.94395	   35.74448	   17.47098	   32.50761	   14.18828	   24.77529	   18.24691	    7.02450	   25.24697	   51.3574	   65.954
ENSG00000224846	    0.59194	    0.29663	    0.07765	    0.07703	    0.27711	    0.12357	    0.12124	    0.14191	    0.06457	    1.0927	    2.443
ENSG00000270346	    0.34820	    0.51911	    0.15530	    0.38516	    0.05542	    0.06178	    0.18186	    0.28382	    0.12914	    1.6391	    2.443
ENSG00000137275	    5.15335	   11.56875	    6.91074	    6.62477	    5.09891	    7.16692	    5.69837	    4.47014	    7.49015	    6.5563	    7.328
ENSG00000272277	    4.28285	    6.97091	    5.66836	    6.39368	    4.71095	    4.69557	    4.97092	    3.61868	    5.03648	   12.0198	    2.443
ENSG00000137274	    7.83449	    5.26527	    6.75544	    5.62335	    6.76160	    4.51021	    4.30409	    6.88259	    7.03816	    6.5563	    4.885
ENSG00000228170	    0.03482	    0.07416	    0.07765	    0.07703	    0.11085	    0.06178	    0.12124	    0.07095	    0.12914	    0.5464	    2.443
ENSG00000137267	    0.66158	    1.26070	    3.26125	   10.16826	    2.05065	    4.75735	    9.69935	    5.17968	    1.93711	    8.1953	   12.214
ENSG00000180822	   64.45170	   31.29496	   46.43398	   45.21793	   49.93611	   55.79074	   49.64856	   46.26239	   42.22894	   54.6355	   46.412
ENSG00000137266	    0.06964	    0.07416	    0.38824	    0.07703	    0.27711	    1.11211	    0.12124	    0.21286	    0.58113	    0.5464	    2.443
ENSG00000168994	    0.59194	    0.07416	    0.07765	    0.23110	    0.05542	    0.18535	    0.18186	    1.27718	    0.12914	    1.0927	    2.443
ENSG00000270504	    0.34820	    0.14832	    0.07765	    0.15406	    0.05542	    0.12357	    0.06062	    0.78050	    0.06457	    0.5464	    2.443
ENSG00000145945	   12.25662	    9.26983	   11.02613	   18.25664	    6.59533	   15.38416	    4.97092	    8.08882	   15.62600	    3.8245	   14.656
ENSG00000272248	    0.24374	    0.88990	    0.38824	    0.38516	    0.33254	    0.49427	    0.60621	    0.49668	    0.71027	    0.5464	    2.443
ENSG00000230648	    0.03482	    0.22248	    0.23295	    0.15406	    0.11085	    0.12357	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000112739	   73.08704	   97.29617	   17.16038	   16.79303	   17.51366	   18.41156	   51.52781	   60.59521	   19.62936	    6.0099	   21.985
ENSG00000185689	    0.03482	    0.07416	    0.07765	    0.07703	    0.11085	    0.06178	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000198721	   64.59098	   35.89280	   47.13281	   44.21651	   42.34316	   30.76831	   37.10002	   29.65901	   44.23062	   22.9469	   63.511
ENSG00000254821	    0.03482	    0.07416	    0.07765	    0.15406	    0.05542	    0.12357	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000234817	    0.06964	    0.14832	    0.07765	    0.07703	    0.05542	    0.12357	    0.12124	    0.14191	    0.06457	    0.5464	    2.443
ENSG00000153046	    5.43191	    9.78894	    1.24238	    1.69471	    2.16150	    2.96562	    4.42533	    3.05105	    1.16226	   13.1125	    4.885
ENSG00000124787	   23.57310	    4.67200	   14.28738	   11.40077	   11.52798	    6.61086	    8.66880	    8.65646	   11.94550	    3.8245	   12.214
ENSG00000272142	    1.91510	    0.37079	    1.08708	    0.53923	    0.99761	    0.80319	    1.15180	    1.20623	    1.09769	    2.1854	    2.443
ENSG00000271978	    0.06964	    0.07416	    0.15530	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000219607	    0.06964	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.21286	    0.06457	    2.1854	    4.885
ENSG00000214113	   94.53613	   30.33090	   85.72426	   50.07096	   99.59510	   49.55058	   78.86785	   61.80144	   67.08849	   43.7084	  168.548
ENSG00000145982	   18.28047	   19.87452	   21.81931	   27.03832	   19.39804	   19.58545	   19.51995	   17.66769	   24.08470	   11.4735	   75.725
ENSG00000270174	    0.03482	    0.07416	    0.07765	    0.07703	    0.16627	    0.06178	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000233064	    0.03482	    0.37079	    0.23295	    0.46219	    0.33254	    0.18535	    0.60621	    0.14191	    0.38742	    0.5464	    2.443
ENSG00000124785	    0.03482	    0.07416	    0.15530	    0.53923	    0.27711	    0.49427	    0.48497	    0.49668	    0.45199	    0.5464	    2.443
ENSG00000124491	    0.52230	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	   16.3907	    2.443
ENSG00000216863	    0.10446	    0.07416	    0.07765	    0.07703	    0.38796	    0.06178	    0.30310	    1.20623	    0.06457	    1.0927	    2.443
ENSG00000112799	   16.60911	    1.85397	    3.49420	    0.77032	    5.09891	    0.49427	    2.60670	  372.22772	    3.93879	  411.9518	  471.447
ENSG00000226281	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    1.0927	    4.885
ENSG00000124782	    7.79967	    3.78209	    3.26125	    2.69613	    2.77115	    4.69557	    3.57664	    5.03778	    2.45367	    9.2880	    7.328
ENSG00000124783	   63.82494	   67.92934	   67.94269	   69.32902	   43.39619	   45.41106	   47.95117	   31.50383	   70.51071	   40.9766	   85.496
ENSG00000164304	    0.45266	    1.85397	    0.23295	    0.46219	    0.55423	    0.98854	    0.42435	    0.78050	    0.12914	    1.0927	    2.443
ENSG00000124784	   19.63844	   13.05193	   15.84035	   15.25238	   12.63644	   12.04783	   10.97239	   12.91373	   13.94717	    7.6490	   17.099
ENSG00000261189	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.35477	    0.06457	    0.5464	    2.443
ENSG00000096696	    0.03482	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    7.30832	    0.06457	    0.5464	    2.443
ENSG00000168566	   22.00620	   21.65433	   18.55806	   16.25380	   14.85336	   11.92427	   16.97387	   16.60337	   16.01342	    5.4636	   19.542
ENSG00000153162	    0.10446	    0.07416	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000239264	    0.80086	    0.14832	    0.77649	    0.30813	    0.22169	    0.30892	    0.36373	    0.56764	    0.32285	    4.3708	    2.443
ENSG00000188428	   14.93775	   19.13294	   16.07330	   19.25806	   12.24848	   10.56502	   14.85213	   13.69423	   17.95053	    6.0099	   17.099
ENSG00000124802	   57.24397	   37.15349	   43.71627	   40.28786	   37.96474	   35.21674	   35.03891	   31.22002	   43.97234	   14.7516	   58.626
ENSG00000124786	   12.01288	   12.97777	   11.88026	   11.24671	   10.30867	    6.24016	    8.60817	    9.79173	   11.88093	    2.1854	    4.885
ENSG00000251164	    0.06964	    0.07416	    0.15530	    0.15406	    0.11085	    0.06178	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000230939	    0.31338	    0.07416	    0.38824	    0.15406	    0.16627	    0.06178	    0.18186	    0.21286	    0.06457	    0.5464	    2.443
ENSG00000137203	    0.13928	    0.07416	    0.07765	    0.15406	    0.05542	    0.12357	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000111846	    5.08371	    0.22248	    0.77649	    0.46219	    0.44338	    0.80319	    0.36373	    7.80500	    0.96855	    4.3708	    7.328
ENSG00000137434	    1.46244	    1.63149	    0.69884	    0.69329	    0.94219	    0.55605	    0.90931	    0.92241	    0.64570	    2.7318	    2.443
ENSG00000111845	   18.55903	   16.61154	   15.60741	   14.17393	   14.96420	    9.76183	   15.51896	   14.11996	   15.04487	    9.2880	   17.099
ENSG00000111843	  174.03004	   16.31491	   57.92600	   61.54876	   64.06897	   58.69457	   65.47062	   63.57530	   63.98912	   87.9632	  168.548
ENSG00000272097	    0.20892	    0.51911	    0.38824	    0.53923	    0.99761	    0.80319	    0.36373	    0.14191	    0.71027	    0.5464	    2.443
ENSG00000137210	  170.23467	   85.20831	  127.57696	  127.10320	  122.31852	  115.72098	  129.24386	  114.30783	  128.62393	   86.8705	  158.777
ENSG00000153157	    0.06964	    0.14832	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000111837	    0.20892	    0.14832	    0.07765	    0.07703	    0.11085	    0.06178	    0.06062	    0.28382	    0.06457	    1.0927	    2.443
ENSG00000235051	    0.06964	    0.14832	    0.15530	    0.15406	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000224531	    6.72025	   14.83173	    5.82366	    8.08839	    5.20976	   10.25610	   10.12370	    6.17305	    6.19874	   15.8443	   12.214
ENSG00000244476	    0.20892	    0.07416	    0.07765	    0.07703	    0.05542	    0.12357	    0.12124	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000111859	    0.94014	   16.83402	    3.96009	    5.62335	    2.88199	    4.81913	    5.03154	   10.99796	    4.06793	    8.1953	   12.214
ENSG00000205269	    0.62676	    0.37079	    0.31060	    0.15406	    0.33254	    0.12357	    0.36373	    0.21286	    0.19371	    5.4636	    2.443
ENSG00000111863	    0.66158	    0.07416	   90.61614	   43.98541	    7.81464	   16.92875	    5.15278	    0.07095	   53.72245	    0.5464	    2.443
ENSG00000229896	    0.13928	    0.22248	    0.23295	    0.07703	    0.11085	    0.24714	    0.12124	    0.21286	    0.12914	    0.5464	    2.443
ENSG00000095951	    2.50704	    1.55733	    2.40711	    1.30955	    1.88438	    1.72995	    2.48546	    2.98009	    1.48512	    0.5464	    2.443
ENSG00000078401	    0.24374	    0.07416	    0.07765	    0.07703	    0.11085	    0.12357	    0.12124	    0.21286	    0.12914	    0.5464	    4.885
ENSG00000112137	   25.66229	    0.07416	    0.23295	    0.23110	    0.11085	    0.18535	    0.06062	   48.03625	    0.25828	   59.0064	   73.282
ENSG00000215022	    0.41784	    0.66743	    0.46589	    0.46219	    0.11085	    0.12357	    0.18186	    0.63859	    0.25828	    1.0927	    2.443
ENSG00000145979	   21.41426	   14.09015	    9.24021	    9.93716	    9.75444	    9.14400	    9.51749	   14.82951	    9.29812	   21.3079	   43.969
ENSG00000272379	    0.34820	    0.37079	    0.69884	    0.30813	    0.27711	    0.49427	    0.24248	    0.56764	    0.51656	    0.5464	    2.443
ENSG00000145990	    7.34701	   26.54880	    0.46589	    0.30813	    0.27711	    0.37070	    0.48497	    6.38591	    0.64570	    4.9172	   12.214
ENSG00000237786	    0.03482	    0.37079	    0.07765	    0.07703	    0.05542	    0.06178	    0.06062	    0.07095	    0.06457	    0.5464	    2.443
ENSG00000124523	   14.93775	    9.64063	   12.81205	   13.55767	    9.58818	   10.68859	    8.54755	   10.35937	   14.91573	    1.6391	    7.328
ENSG00000261071	    2.22848	    1.03822	    1.24238	    1.69471	    0.99761	    1.17389	    2.18235	    2.19959	    1.67883	    0.5464	    2.443
ENSG00000225921	  141.22966	  109.45820	  147.53270	  155.68216	  113.28457	  129.80768	  133.85105	  132.25934	  144.24993	   95.0658	   90.381
ENSG00000268059	    0.17410	    0.14832	    0.62119	    0.38516	    0.11085	    0.18535	    0.18186	    0.14191	    0.38742	    0.5464	    2.443
ENSG00000010017	    6.02385	    5.41358	    3.26125	    5.62335	    3.26996	    6.79621	    3.51601	    3.90250	    3.48679	    4.3708	    4.885
