orig.ident	nCount_ATAC	nFeature_ATAC	nCount_ACTIVITY	nFeature_ACTIVITY	Ident_old	tech	predicted.id	prediction.score.max
SIU_9_10-8	SIU	95429	16184	0.999999999999935	11476	Endo	atac	Endo	0.98946528964115
SIU_9_11-2	SIU	153423	24611	1.0000000000001	12844	FB-COL14A1	atac	FB-COL14A1	0.912956091546728
SIU_9_11-3	SIU	73865	15918	1.00000000000003	11125	SM-Visceral	atac	SM-Visceral	0.898146276654156
SIU_9_11-4	SIU	101360	20102	0.999999999999795	12015	FB-COL14A1	atac	FB-COL14A1	0.476638029233989
SIU_9_11-6	SIU	120326	22596	1.00000000000009	12608	FB-COL14A1	atac	FB-COL14A1	0.92220328196692
SIU_9_11-7	SIU	106825	19726	0.999999999999984	12270	1	atac	FB-ADAMDEC1	0.791306530158129
SIU_9_11-8	SIU	41893	11162	1.00000000000006	9032	Glial	atac	Glial	0.863250311116822
SIU_9_12-1	SIU	136884	23300	0.999999999999996	12870	FB-COL14A1	atac	FB-COL14A1	0.760184571659703
SIU_9_12-2	SIU	191891	24452	1.00000000000019	13235	Glial	atac	Glial	0.985887624885486
SIU_9_12-3	SIU	37094	9695	0.999999999999986	8189	8	atac	FB-COL14A1	0.271512858548451
SIU_9_12-4	SIU	84019	17305	1.00000000000014	11479	FB-COL14A1	atac	FB-COL14A1	0.514984156424621
SIU_9_12-5	SIU	76463	16298	1.00000000000007	11319	1	atac	Endo	0.882830271156226
SIU_9_12-6	SIU	143892	23786	0.999999999999958	12832	1	atac	FB-VCAM1	0.453631647512209
SIU_9_12-7	SIU	119286	20261	1.00000000000008	12269	1	atac	FB-ZEB1	0.851770370784831
SIU_9_12-8	SIU	132124	23988	1.00000000000015	12733	FB-COL14A1	atac	FB-COL14A1	0.957625552275388
SIU_10_1-1	SIU	113022	20959	0.999999999999775	12536	Endo	atac	Endo	1
SIU_10_1-2	SIU	149272	25100	1.00000000000008	13103	FB-COL14A1	atac	FB-COL14A1	0.899803145765357
SIU_10_1-3	SIU	100011	21760	0.999999999999961	12449	FB-COL14A1	atac	FB-COL14A1	0.633060129467021
SIU_10_1-4	SIU	127606	24066	1.00000000000006	12845	FB-COL14A1	atac	FB-COL14A1	0.839339454795619
SIU_10_1-5	SIU	118574	22701	0.999999999999963	12691	8	atac	FB-KCNN3	0.902690774342449
SIU_10_1-6	SIU	111635	22648	0.999999999999896	12467	FB-COL14A1	atac	FB-COL14A1	0.9177605893004
SIU_10_1-7	SIU	108453	22323	0.999999999999807	12636	FB-COL14A1	atac	FB-COL14A1	0.87252290216112
SIU_10_1-8	SIU	108951	21368	0.999999999999908	12573	1	atac	FB-ADAMDEC1	0.892807328216482
SIU_10_2-1	SIU	135655	22737	1.00000000000018	12601	DC	atac	DC	0.989550150334548
SIU_10_2-2	SIU	98217	19047	0.999999999999883	11973	DC	atac	DC	0.991906296281384
SIU_10_2-3	SIU	61173	14780	1.00000000000006	10692	SM-Visceral	atac	SM-Visceral	0.720091051796855
SIU_10_2-5	SIU	79970	19599	1.00000000000022	11543	FB-COL14A1	atac	SM-Visceral	0.481491146457988
SIU_10_2-6	SIU	118304	22950	0.999999999999845	12877	1	atac	FB-ZEB1	0.677573165907248
SIU_10_2-7	SIU	109342	22055	1.00000000000009	12467	FB-COL14A1	atac	FB-COL14A1	0.720768756916679
SIU_10_2-8	SIU	51072	12298	0.999999999999995	9417	FB-COL14A1	atac	FB-COL14A1	0.567972499887887
SIU_10_3-1	SIU	73973	18465	1.00000000000003	11533	1	atac	FB-ADAMDEC1	0.906351469866781
SIU_10_3-2	SIU	106373	21858	1.00000000000018	12667	1	atac	FB-ADAMDEC1	0.757575428274198
SIU_10_3-3	SIU	68058	17405	1	10985	FB-COL14A1	atac	FB-COL14A1	0.625248648864243
SIU_10_3-4	SIU	82248	19187	0.999999999999935	11983	FB-COL14A1	atac	SM-Visceral	0.678667468594305
SIU_10_3-5	SIU	192889	27654	0.999999999999871	13465	FB-COL14A1	atac	B	0.379284848856372
SIU_10_3-6	SIU	112069	20566	0.999999999999764	12476	Endo	atac	Endo	1
SIU_10_3-7	SIU	152008	21771	1.00000000000001	12656	T	atac	T	1
SIU_10_3-8	SIU	83866	18156	0.999999999999989	11109	FB-COL14A1	atac	FB-COL14A1	0.464832106676237
SIU_10_4-1	SIU	64902	15304	0.999999999999988	10976	T	atac	T	1
SIU_10_4-2	SIU	110850	23475	0.999999999999898	12666	FB-COL14A1	atac	SM-Visceral	0.64278926279638
SIU_10_4-3	SIU	42402	11441	0.999999999999769	9380	1	atac	FB-ADAMDEC1	0.461491232774782
SIU_10_4-5	SIU	115807	23424	0.99999999999976	12550	FB-COL14A1	atac	FB-COL14A1	0.76374993662998
SIU_10_4-6	SIU	112678	18995	0.999999999999788	12098	T	atac	T	0.999999999999999
SIU_10_4-7	SIU	78123	18399	0.999999999999902	11620	1	atac	FB-ZEB1	0.560176454707972
SIU_10_4-8	SIU	52862	14767	1.00000000000004	10076	SM-Visceral	atac	SM-Visceral	0.62277610157665
SIU_10_5-1	SIU	107982	21577	0.999999999999943	12568	8	atac	FB-KCNN3	0.934259409233568
SIU_10_5-2	SIU	128571	22538	0.999999999999951	12658	DC	atac	DC	0.992810047662309
SIU_10_5-3	SIU	90889	19264	0.999999999999999	12296	SM-Vascular	atac	SM-Vascular	0.986779660409376
SIU_10_5-4	SIU	108663	23269	1.00000000000012	12546	FB-COL14A1	atac	FB-COL14A1	0.600600606558967
SIU_10_5-5	SIU	86014	20432	0.999999999999992	11986	FB-COL14A1	atac	FB-COL14A1	0.401206083486667
SIU_10_5-7	SIU	122924	23053	1.00000000000002	12560	FB-COL14A1	atac	FB-COL14A1	0.951333326117815
SIU_10_5-8	SIU	137657	25720	1.00000000000006	13040	FB-COL14A1	atac	FB-COL14A1	0.716456398472477
SIU_10_6-1	SIU	112263	22412	1.00000000000005	12590	FB-COL14A1	atac	FB-COL14A1	0.435863885427133
SIU_10_6-2	SIU	105701	22637	1.00000000000004	12273	FB-COL14A1	atac	FB-COL14A1	0.757429756868722
SIU_10_6-3	SIU	62991	13838	0.999999999999817	10366	T	atac	T	0.983445057902453
SIU_10_6-4	SIU	128852	22942	1.00000000000018	12956	Endo	atac	Endo	1
SIU_10_6-6	SIU	37729	10625	1.00000000000003	8779	Glial	atac	Glial	0.989039419648267
SIU_10_6-7	SIU	109991	22764	1.00000000000017	12475	FB-COL14A1	atac	FB-COL14A1	0.745024520085236
SIU_10_6-8	SIU	129053	24501	1.00000000000018	12660	FB-COL14A1	atac	FB-COL14A1	0.803806145616023
SIU_11_1-1	SIU	144231	22909	0.999999999999777	12902	SM-Vascular	atac	SM-Vascular	0.999366916657697
SIU_11_1-2	SIU	137861	23942	1.00000000000007	13016	1	atac	FB-ZEB1	0.574251822902835
SIU_11_1-3	SIU	111873	21060	0.999999999999953	12618	Epi	atac	FB-COL14A1	0.378309080302038
SIU_11_1-4	SIU	111393	21662	0.999999999999773	12498	FB-COL14A1	atac	FB-COL14A1	0.649080946775265
SIU_11_1-5	SIU	106926	19000	1.0000000000001	12020	T	atac	T	1
SIU_11_1-6	SIU	77764	15621	1.00000000000004	10895	SM-Vascular	atac	SM-Vascular	0.915250888218634
SIU_11_1-7	SIU	116148	21351	1.00000000000003	12432	FB-COL14A1	atac	FB-COL14A1	0.636663856133068
SIU_11_1-8	SIU	87892	20746	1.00000000000014	12305	Epi	atac	FB-ADAMDEC1	0.752459084435302
SIU_11_2-1	SIU	155614	25410	1.00000000000008	13308	SM-Vascular	atac	SM-Vascular	1
SIU_11_2-2	SIU	121933	21464	0.999999999999923	12611	1	atac	FB-ADAMDEC1	0.667706314090619
SIU_11_2-3	SIU	110090	22232	0.999999999999731	12543	FB-COL14A1	atac	FB-COL14A1	0.617907411191717
SIU_11_2-4	SIU	108309	21138	1.00000000000003	12354	SM-Visceral	atac	SM-Visceral	0.973871293204098
SIU_11_2-6	SIU	115664	21167	0.999999999999969	12351	FB-COL14A1	atac	FB-COL14A1	0.682630559976764
SIU_11_2-7	SIU	97931	18442	0.999999999999998	11915	T	atac	T	1
SIU_11_2-8	SIU	97694	17803	1.00000000000027	11775	T	atac	T	1
SIU_11_3-1	SIU	108808	18626	0.999999999999867	12036	T	atac	T	1
SIU_11_3-2	SIU	124384	23972	1.00000000000011	12779	FB-COL14A1	atac	FB-COL14A1	0.734306077943812
SIU_11_3-3	SIU	142943	24264	1.00000000000004	13167	Epi	atac	FB-KCNN3	0.904110153092026
SIU_11_3-4	SIU	130960	23349	0.999999999999954	12816	FB-COL14A1	atac	FB-COL14A1	0.726105798469661
SIU_11_3-5	SIU	164062	27423	0.999999999999986	13379	FB-COL14A1	atac	FB-COL14A1	0.584174559715322
SIU_11_3-6	SIU	143783	25604	1.00000000000011	13023	FB-COL14A1	atac	FB-COL14A1	0.859961489928301
SIU_11_3-7	SIU	129413	21787	0.99999999999994	12767	8	atac	FB-KCNN3	0.925994410243965
SIU_11_3-8	SIU	138234	23075	1.00000000000003	12918	T	atac	B	0.578828987849474
SIU_11_4-1	SIU	182822	27213	0.999999999999954	13486	1	atac	FB-ZEB1	0.956018390729594
SIU_11_4-2	SIU	141863	24305	1.00000000000022	12942	1	atac	FB-ADAMDEC1	0.826088122565103
SIU_11_4-3	SIU	145692	25729	0.999999999999826	12942	FB-COL14A1	atac	FB-COL14A1	0.854902130583249
SIU_11_4-4	SIU	160315	27156	0.999999999999946	13214	FB-COL14A1	atac	FB-COL14A1	0.893569983946044
SIU_11_4-5	SIU	95811	20171	1.00000000000013	12047	FB-COL14A1	atac	FB-COL14A1	0.396204670668207
SIU_11_4-6	SIU	172143	28373	1.00000000000013	13428	FB-COL14A1	atac	FB-COL14A1	0.848237397365446
SIU_11_4-7	SIU	81698	18259	0.999999999999995	11552	FB-COL14A1	atac	Endo	0.454592021671852
SIU_11_4-8	SIU	167299	26673	0.999999999999942	13252	FB-COL14A1	atac	FB-COL14A1	0.929844465228591
SIU_11_5-1	SIU	162819	23672	1.00000000000006	13158	1	atac	FB-ZEB1	0.586766177841681
SIU_11_5-2	SIU	171963	27478	0.999999999999854	13315	FB-COL14A1	atac	FB-COL14A1	0.820484690822989
SIU_11_5-3	SIU	67750	18847	0.999999999999867	11320	FB-COL14A1	atac	FB-COL14A1	0.458336508929511
SIU_11_5-4	SIU	125240	22444	1.00000000000012	12938	8	atac	FB-KCNN3	0.937083171699835
SIU_11_5-5	SIU	83696	18905	0.999999999999979	11988	SM-Vascular	atac	T	0.355267885318946
SIU_11_5-6	SIU	207134	28679	1.00000000000011	13584	DC	atac	DC	0.956561315178908
SIU_11_5-7	SIU	93692	18815	1.00000000000008	11826	T	atac	T	0.917468654490278
SIU_11_5-8	SIU	174958	27158	1.00000000000002	13338	8	atac	FB-KCNN3	0.856317356752311
SIU_11_6-1	SIU	48890	12480	0.999999999999914	9833	T	atac	T	0.981046759172174
SIU_11_6-2	SIU	122995	23142	1.00000000000021	12652	FB-COL14A1	atac	FB-COL14A1	0.918383008486166
SIU_11_6-3	SIU	137657	22450	0.999999999999887	12891	Endo	atac	Endo	1
SIU_11_6-4	SIU	127813	21956	1.00000000000008	12521	SM-Visceral	atac	SM-Visceral	0.679615013744936
SIU_11_6-5	SIU	105388	22090	0.999999999999877	12449	FB-COL14A1	atac	FB-COL14A1	0.383023094758515
SIU_11_6-6	SIU	96473	20024	0.999999999999998	12179	1	atac	FB-ZEB1	0.789136147756837
SIU_11_6-7	SIU	154284	26149	0.99999999999979	13116	FB-COL14A1	atac	FB-COL14A1	0.940200260224844
SIU_11_6-8	SIU	108377	19944	0.999999999999955	12262	T	atac	T	1
SIU_11_7-1	SIU	157370	27117	1.00000000000022	13260	FB-COL14A1	atac	FB-COL14A1	0.500216766759075
SIU_11_7-2	SIU	147513	26610	1.00000000000009	13182	FB-COL14A1	atac	FB-COL14A1	0.853789112647836
SIU_11_7-3	SIU	90986	20190	1.0000000000001	12144	1	atac	FB-ADAMDEC1	0.942127801515953
SIU_11_7-4	SIU	130863	24501	1.00000000000026	12817	FB-COL14A1	atac	FB-COL14A1	0.696084766918814
SIU_11_7-5	SIU	164295	27274	1.00000000000019	13179	FB-COL14A1	atac	FB-COL14A1	0.779571826637356
SIU_11_7-6	SIU	170543	27973	1.00000000000014	13319	FB-COL14A1	atac	SM-Visceral	0.690699962945247
SIU_11_7-7	SIU	124954	23156	1.00000000000025	12659	FB-COL14A1	atac	FB-COL14A1	0.843809826500579
SIU_11_7-8	SIU	118479	21476	0.999999999999935	12572	1	atac	FB-ADAMDEC1	0.719093132620278
SIU_11_8-1	SIU	146528	25329	1.00000000000005	13201	FB-COL14A1	atac	FB-COL14A1	0.751588532649881
SIU_11_8-2	SIU	119744	21906	0.999999999999997	12768	8	atac	FB-KCNN3	0.776949699103012
SIU_11_8-3	SIU	117189	23508	1.00000000000014	12696	1	atac	FB-ADAMDEC1	0.564954583450267
SIU_11_8-4	SIU	132325	25198	1.00000000000001	12856	FB-COL14A1	atac	FB-GPC3	0.505141907189946
SIU_11_8-5	SIU	178645	26982	0.99999999999998	13268	SM-Vascular	atac	SM-Vascular	0.948654561204197
SIU_11_8-6	SIU	64346	16841	1.00000000000005	11197	Endo	atac	Endo	1
SIU_11_8-7	SIU	241646	29411	1.00000000000001	13551	FB-COL14A1	atac	FB-COL14A1	0.416266469036656
SIU_11_9-1	SIU	130302	23792	1.00000000000005	12862	FB-COL14A1	atac	SM-Visceral	0.500869097134127
SIU_11_9-2	SIU	133522	25142	1.00000000000002	12994	1	atac	FB-ADAMDEC1	0.809138327698962
SIU_11_9-3	SIU	130702	24121	1.00000000000007	12814	FB-COL14A1	atac	FB-COL14A1	0.820503146142798
SIU_11_9-5	SIU	147541	24676	1	13182	SM-Vascular	atac	SM-Vascular	0.972603296152294
SIU_11_9-6	SIU	165597	27563	0.999999999999867	13486	1	atac	FB-ADAMDEC1	0.640327661510264
SIU_11_9-7	SIU	56956	13980	0.999999999999929	10529	Endo	atac	Endo	0.90658508982242
SIU_11_9-8	SIU	86771	18569	0.99999999999979	11832	Endo	atac	Endo	1
SIU_11_10-1	SIU	85722	17008	0.999999999999921	11500	T	atac	T	0.960152968723747
SIU_11_10-2	SIU	54089	14517	1.00000000000006	10520	Epi	atac	SM-Visceral	0.725548874294766
SIU_11_10-3	SIU	123658	21488	0.999999999999984	12658	Endo	atac	Endo	1
SIU_11_10-4	SIU	111521	21563	0.999999999999905	12541	SM-Visceral	atac	SM-Visceral	0.882060962728652
SIU_11_10-5	SIU	142243	24523	0.999999999999918	13098	FB-COL14A1	atac	FB-ADAMDEC1	0.502624439009433
SIU_11_10-7	SIU	157492	25443	0.999999999999968	13294	1	atac	FB-ZEB1	0.75530791961185
SIU_11_10-8	SIU	137338	24570	1.00000000000015	12983	FB-COL14A1	atac	SM-Visceral	0.986096901188207
SIU_11_11-1	SIU	149944	26237	0.999999999999835	13065	FB-COL14A1	atac	FB-COL14A1	0.710367101408638
SIU_11_11-2	SIU	144482	23058	0.99999999999994	12738	DC	atac	DC	0.988340090679531
SIU_11_11-3	SIU	144027	25431	0.999999999999955	13280	SM-Vascular	atac	SM-Vascular	1
SIU_11_11-4	SIU	123048	22868	0.999999999999813	12726	1	atac	FB-ADAMDEC1	0.793972844590186
SIU_11_11-5	SIU	155708	26002	0.999999999999971	13119	FB-COL14A1	atac	FB-COL14A1	0.566746528007929
SIU_11_11-6	SIU	172002	28813	0.999999999999962	13411	FB-COL14A1	atac	FB-COL14A1	0.907878969752545
SIU_11_11-7	SIU	151426	26312	0.999999999999827	13268	SM-Vascular	atac	SM-Vascular	0.935022537348164
SIU_11_11-8	SIU	127461	21020	1.00000000000009	12466	T	atac	B	0.871862286046095
SIU_11_12-1	SIU	164100	27690	0.999999999999775	13274	FB-COL14A1	atac	FB-COL14A1	0.732248166024301
SIU_11_12-3	SIU	127865	22017	0.999999999999888	12744	8	atac	FB-KCNN3	0.843483950470191
SIU_11_12-4	SIU	176518	27282	1.00000000000007	13609	1	atac	FB-ZEB1	0.915198850951578
SIU_11_12-5	SIU	77089	17991	0.999999999999841	11608	Epi	atac	FB-COL14A1	0.207956053370215
SIU_11_12-6	SIU	126406	21511	1.00000000000022	12826	1	atac	SM-Visceral	0.451436384654944
SIU_11_12-7	SIU	78935	18284	1.00000000000004	11365	SM-Visceral	atac	SM-Visceral	0.721639834264005
SIU_11_12-8	SIU	145200	24317	0.999999999999937	13122	8	atac	FB-KCNN3	0.889950505390318
SIM_1_1-1	SIM	94224	19337	0.999999999999796	12011	1	atac	FB-ADAMDEC1	0.848401023749655
SIM_1_1-2	SIM	37786	9339	0.999999999999884	7991	Epi	atac	DC	0.264176087716545
SIM_1_1-3	SIM	82322	19327	1.00000000000009	11628	FB-COL14A1	atac	FB-COL14A1	0.729730285997877
SIM_1_1-4	SIM	99341	21613	0.99999999999997	12049	FB-COL14A1	atac	FB-COL14A1	0.852518276991957
SIM_1_1-5	SIM	42016	11815	1.00000000000015	8942	FB-COL14A1	atac	FB-COL14A1	0.494034589900693
SIM_1_1-6	SIM	87829	20136	0.999999999999905	11672	FB-COL14A1	atac	FB-COL14A1	0.762159040079053
SIM_1_1-7	SIM	44417	11951	1.00000000000004	9706	1	atac	FB-ZEB1	0.379616458887374
SIM_1_1-8	SIM	55263	14707	1.00000000000013	10258	1	atac	FB-ADAMDEC1	0.756744949554243
SIM_1_2-1	SIM	63536	16376	1.00000000000003	10741	FB-COL14A1	atac	SM-Visceral	0.671906009517292
SIM_1_2-2	SIM	30970	8844	0.999999999999907	7836	Endo	atac	Endo	0.834807320435821
SIM_1_2-3	SIM	86490	19042	1.0000000000001	11715	1	atac	FB-ADAMDEC1	0.61002919888718
SIM_1_2-4	SIM	81229	17022	0.999999999999853	11484	SM-Vascular	atac	SM-Vascular	0.972887914733104
SIM_1_2-5	SIM	36095	10333	0.999999999999917	8733	Endo	atac	Endo	1
SIM_1_2-6	SIM	85471	19407	0.999999999999963	11778	FB-COL14A1	atac	FB-COL14A1	0.652175441107272
SIM_1_2-8	SIM	30918	9418	1.0000000000001	8059	Epi	atac	Epi	0.69810341257639
SIM_1_3-1	SIM	30282	8833	0.99999999999999	7753	Endo	atac	Endo	0.652450737359177
SIM_1_3-2	SIM	39895	10580	1.00000000000013	9063	T	atac	T	0.998021599525879
SIM_1_3-4	SIM	66051	16813	0.999999999999955	10797	SM-Visceral	atac	SM-Visceral	0.569613837116198
SIM_1_3-6	SIM	69825	16766	0.999999999999923	10969	FB-COL14A1	atac	FB-COL14A1	0.78434675305579
SIM_1_3-8	SIM	55096	14252	1.00000000000008	10545	Epi	atac	Epi	0.947405414874516
SIM_1_4-1	SIM	36606	11903	1.00000000000006	9156	Epi	atac	SM-Visceral	0.593756735955388
SIM_1_4-2	SIM	60680	15681	1.00000000000011	10587	Epi	atac	Epi	0.945322321074951
SIM_1_4-3	SIM	29039	8554	1.00000000000001	7823	T	atac	T	0.836104544085449
SIM_1_4-4	SIM	91693	19509	1.00000000000001	12256	Glial	atac	Glial	1
SIM_1_4-5	SIM	105671	21388	0.999999999999792	12509	Epi	atac	FB-ADAMDEC1	0.620523594870302
SIM_1_4-6	SIM	98249	20881	1.00000000000001	11922	FB-COL14A1	atac	FB-GPC3	0.513243706056882
SIM_1_4-7	SIM	97561	20353	0.999999999999966	12069	Epi	atac	Epi	0.985231373609118
SIM_1_4-8	SIM	76082	17588	1.00000000000017	11178	FB-COL14A1	atac	SM-Visceral	0.706920450218759
SIM_1_5-1	SIM	34249	11336	1.00000000000016	8983	Glial	atac	Glial	0.985145647308423
SIM_1_5-2	SIM	83222	18998	0.999999999999785	11721	FB-COL14A1	atac	FB-GPC3	0.395139134607991
SIM_1_5-3	SIM	24251	8288	0.999999999999942	7170	Epi	atac	SM-Visceral	0.588718048764212
SIM_1_5-4	SIM	117751	20916	0.999999999999833	12753	Epi	atac	FB-ZEB1	0.517373897768575
SIM_1_5-5	SIM	119647	23715	1.00000000000003	12747	FB-COL14A1	atac	SM-Visceral	0.44035614419632
SIM_1_5-6	SIM	81148	19464	1.00000000000007	11223	FB-COL14A1	atac	FB-COL14A1	0.740238334638878
SIM_1_5-7	SIM	48086	13076	1.0000000000001	9953	Epi	atac	Epi	0.911377511467287
SIM_1_5-8	SIM	115692	21475	1.00000000000027	12235	FB-COL14A1	atac	FB-COL14A1	0.424424324453473
SIM_1_6-1	SIM	65210	15357	1.00000000000006	10590	FB-COL14A1	atac	FB-COL14A1	0.814202274721715
SIM_1_6-2	SIM	72850	18310	0.999999999999771	11297	FB-COL14A1	atac	FB-COL14A1	0.625920525436054
SIM_1_6-3	SIM	32622	8742	1.00000000000011	7598	Epi	atac	FB-COL14A1	0.340721392578041
SIM_1_6-5	SIM	50310	12772	1.00000000000007	9911	Epi	atac	Epi	0.670063458134989
SIM_1_6-6	SIM	87287	18998	0.999999999999927	11836	Epi	atac	Epi	0.972060506799369
SIM_1_6-7	SIM	87095	17458	0.999999999999791	11693	Epi	atac	Epi	0.970412613821449
SIM_1_6-8	SIM	121415	20979	0.999999999999918	12563	Epi	atac	Epi	0.778830115568502
SIM_1_7-1	SIM	74761	17874	1.00000000000026	11269	FB-COL14A1	atac	SM-Visceral	0.819724905839735
SIM_1_7-2	SIM	101068	20618	0.999999999999976	12194	Epi	atac	Epi	0.859058844780985
SIM_1_7-4	SIM	39406	10675	0.999999999999937	8611	Epi	atac	Epi	0.979350368357507
SIM_1_7-5	SIM	25854	7582	1	6517	Epi	atac	Epi	0.705757527063699
SIM_1_7-6	SIM	80824	19014	1.0000000000002	11406	FB-COL14A1	atac	FB-COL14A1	0.629180441669494
SIM_1_7-7	SIM	28139	7367	0.999999999999944	5904	Epi	atac	Epi	0.652287131537219
SIM_1_8-1	SIM	27729	8209	0.999999999999819	7116	Epi	atac	FB-Prol	0.303712041536229
SIM_1_8-3	SIM	70772	15384	1.00000000000018	10872	1	atac	FB-ADAMDEC1	0.58567349916511
SIM_1_8-4	SIM	64307	14589	1.00000000000002	10502	DC	atac	DC	1
SIM_1_8-5	SIM	128029	22885	1.00000000000011	12804	Epi	atac	Epi	0.508598025679361
SIM_1_8-7	SIM	58451	14505	1.00000000000001	10618	T	atac	T-Prog	0.743284330085299
SIM_1_8-8	SIM	75396	18685	0.99999999999989	11192	FB-COL14A1	atac	SM-Visceral	0.45053216908772
SIM_1_9-1	SIM	86180	18571	1.0000000000001	11930	Glial	atac	Glial	1
SIM_1_9-3	SIM	21920	7516	1.0000000000001	6468	Epi	atac	SM-Visceral	0.270773026103939
SIM_1_9-4	SIM	119613	20212	0.999999999999943	12364	Epi	atac	Epi	0.834962644788956
SIM_1_9-5	SIM	78292	18414	0.999999999999877	11206	Epi	atac	Epi	0.528311354233793
SIM_1_9-6	SIM	78563	19062	1.00000000000008	11162	FB-COL14A1	atac	FB-COL14A1	0.66839408957878
SIM_1_9-7	SIM	76773	16394	0.999999999999928	11043	Epi	atac	Epi	0.983602100446853
SIM_1_9-8	SIM	63710	14736	0.999999999999961	10988	Epi	atac	Epi	0.820093062022445
SIM_1_10-1	SIM	35669	10177	0.999999999999903	8064	SM-Visceral	atac	FB-COL14A1	0.41142402631759
SIM_1_10-2	SIM	49260	13774	0.999999999999935	10159	1	atac	FB-ADAMDEC1	0.692016907069006
SIM_1_10-4	SIM	26247	8039	0.999999999999889	7275	Epi	atac	DC	0.869266695699627
SIM_1_10-5	SIM	23679	7857	0.999999999999911	6852	Epi	atac	FB-COL14A1	0.495869922578343
SIM_1_10-6	SIM	34066	9787	1.00000000000008	7868	Epi	atac	FB-COL14A1	0.47834028768535
SIM_1_10-7	SIM	24771	8602	0.999999999999991	7543	Endo	atac	Endo	0.286187961331524
SIM_1_11-4	SIM	20778	7982	1.00000000000006	6850	Epi	atac	SM-Visceral	0.515624357060152
SIM_1_11-5	SIM	89506	20055	1.0000000000001	11704	FB-COL14A1	atac	FB-COL14A1	0.531241578090753
SIM_1_11-6	SIM	72641	15373	1.00000000000023	10772	DC	atac	DC	1
SIM_1_11-7	SIM	52230	13406	0.999999999999757	10175	SM-Visceral	atac	SM-Visceral	0.938206892352518
SIM_1_11-8	SIM	102741	21963	0.999999999999901	12130	FB-COL14A1	atac	FB-COL14A1	0.523504499236033
SIM_1_12-2	SIM	19046	7260	1.00000000000003	6710	Epi	atac	SM-Visceral	0.247381253643166
SIM_1_12-3	SIM	70300	17403	1.00000000000017	11073	FB-COL14A1	atac	FB-COL14A1	0.428502367608484
SIM_1_12-4	SIM	44888	10669	1.00000000000002	9088	Epi	atac	SM-Vascular	0.884178262090273
SIM_1_12-5	SIM	58421	14418	1.00000000000001	10536	Epi	atac	FB-ADAMDEC1	0.568588567000716
SIM_1_12-6	SIM	25509	8176	0.99999999999987	7043	Epi	atac	FB-COL14A1	0.373031641609367
SIM_1_12-8	SIM	107583	22020	1.00000000000019	11948	FB-COL14A1	atac	FB-COL14A1	0.787347558217719
SIM_2_1-1	SIM	100166	21476	1.00000000000005	12400	1	atac	SM-Visceral	0.537764082125761
SIM_2_1-2	SIM	118755	22206	1.00000000000002	12678	1	atac	FB-ZEB1	0.643942863685379
SIM_2_1-3	SIM	98577	20208	0.999999999999788	12207	Epi	atac	Epi	0.981472056458301
SIM_2_1-4	SIM	35437	11072	0.999999999999824	8884	Epi	atac	Glial	0.331031862455581
SIM_2_1-5	SIM	90409	20474	0.999999999999882	12030	SM-Vascular	atac	SM-Vascular	0.943818817624762
SIM_2_1-6	SIM	56397	15234	1.00000000000016	10088	FB-COL14A1	atac	FB-COL14A1	0.683175060060979
SIM_2_1-7	SIM	92213	21047	0.999999999999947	11991	FB-COL14A1	atac	FB-COL14A1	0.720668502131569
SIM_2_1-8	SIM	94731	22344	0.999999999999886	12380	Epi	atac	FB-COL14A1	0.85173451401679
SIM_2_2-1	SIM	80097	20617	1.00000000000012	11903	Epi	atac	SM-Visceral	0.638077554483675
SIM_2_2-2	SIM	52167	13767	0.999999999999981	10272	1	atac	FB-ADAMDEC1	0.456095857702367
SIM_2_2-3	SIM	32897	11125	0.99999999999995	8931	Epi	atac	FB-ADAMDEC1	0.268940663165632
SIM_2_2-5	SIM	43161	13452	0.999999999999838	9972	Epi	atac	FB-COL14A1	0.424877282083173
SIM_2_2-6	SIM	35744	11648	0.999999999999844	9218	Epi	atac	FB-GPC3	0.225843572839107
SIM_2_2-7	SIM	78404	17922	1.00000000000013	11757	1	atac	FB-ADAMDEC1	0.778148802345231
SIM_2_2-8	SIM	81696	18933	0.999999999999907	11942	Epi	atac	Epi	0.8290894406219
SIM_2_3-1	SIM	35027	10910	0.999999999999842	8754	Epi	atac	B	0.240101849677959
SIM_2_3-2	SIM	67625	17112	1.00000000000019	10873	Epi	atac	FB-COL14A1	0.313166367875496
SIM_2_3-3	SIM	195802	26826	0.999999999999788	13429	Epi	atac	Epi	0.813141844370857
SIM_2_3-4	SIM	39775	11446	0.99999999999991	9021	Epi	atac	FB-COL14A1	0.582781259026716
SIM_2_3-5	SIM	39395	12943	1.00000000000002	9636	Epi	atac	Epi	0.243091995963784
SIM_2_3-6	SIM	56334	15332	0.999999999999939	10682	Epi	atac	FB-COL14A1	0.499504795894259
SIM_2_3-7	SIM	35800	11467	0.999999999999867	9173	1	atac	FB-GPC3	0.251951008499995
SIM_2_3-8	SIM	97998	22688	1.00000000000004	12438	FB-COL14A1	atac	FB-COL14A1	0.545651905777551
SIM_2_4-1	SIM	77449	17590	0.999999999999955	11501	FB-COL14A1	atac	SM-Vascular	0.364770097540044
SIM_2_4-2	SIM	52748	15282	1.00000000000015	10595	DC	atac	DC	0.914156647271243
SIM_2_4-3	SIM	73720	19021	1.00000000000003	11419	FB-COL14A1	atac	FB-COL14A1	0.860339821174951
