tissue	samplingPos	class	predicted.ident	prediction.score.max	Reads	Aligned_ratio	Num_frags	Mito_ratio	FRiP	Peaks_detected	tSNE_1	tSNE_2
ZXS_4_9-6	Heart	Left Ventricle	Smooth muscle	SM-NOTCH3	0.43099260129263	202050	0.9531	32219	0.00671945116650612	0.76479716937211	15859	-28.1608968290383	33.1033987794363
ZXS_4_9-8	Heart	Left Ventricle	Endothelium	Endo	0.459697047823487	443605	0.97	79554	0.00654181152106463	0.443849460743646	21807	-26.3493969487517	26.6994267196889
ZXS_4_10-1	Heart	Left Ventricle	Endothelium	Endo	0.794157485714575	445351	0.9711	43376	0.012938253427809	0.837052748063445	19008	-27.5957840529513	32.7563313494523
ZXS_4_10-3	Heart	Left Ventricle	Fibroblast	Fibro-FMOD	0.258308395193205	219956	0.9494	39051	0.0382214991165965	0.391974597321451	12315	-20.8739817338012	-12.4522059732004
ZXS_4_10-4	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.369081214791509	417553	0.9722	45140	0.00755590993659111	0.771643774922463	20568	-21.2403546711752	8.05577716547564
ZXS_4_10-5	Heart	Left Ventricle	Smooth muscle	SM-ACTG2	0.3665602025648	181782	0.9522	35787	0.021493280537557	0.522815547545198	14173	-18.9995786249839	-11.525529390923
ZXS_4_10-6	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.331440077649294	153508	0.945	21103	0.00836305497478785	0.734777045917642	11472	22.410092450528	43.7000427644576
ZXS_4_10-8	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.471749978558487	204637	0.9622	32179	0.0200153689440106	0.764753410609404	16898	-17.0864121795297	4.57452608797431
ZXS_4_11-2	Heart	Left Ventricle	Fibroblast	Fibro-ADAMTS19	0.365674171962558	232218	0.9691	26629	0.0774300455692389	0.60302677532014	11620	-18.7667655188639	-11.735887285038
ZXS_4_11-3	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.189756025703904	347379	0.9682	31593	0.0631361965276154	0.368625961447156	9148	-18.7359220205594	-11.9608714997705
ZXS_4_11-5	Heart	Left Ventricle	Endothelium	Endo	0.59858560874345	452551	0.9665	65131	0.00631785442971026	0.786046583040334	25652	-24.4393704424716	31.9861641198693
ZXS_4_11-6	Heart	Left Ventricle	Fibroblast	Fibro-ADAMTS19	0.363213279954059	143964	0.9454	16992	0.0231223982929304	0.829508003766478	10050	-18.3484164585404	-12.6743253709332
ZXS_4_11-7	Heart	Left Ventricle	Endothelium	Endo	0.936886820690442	292168	0.97	33923	0.012492551289691	0.817144710078708	16401	-24.0403120733959	34.0064194432646
ZXS_4_11-8	Heart	Left Ventricle	Fibroblast	Fibro-ADAMTS19	0.469085122363533	415099	0.9713	46942	0.0176897093937453	0.766030420518938	21153	-17.1610406662888	4.73574025969696
ZXS_4_12-1	Heart	Left Ventricle	Glial	Glial	0.5635340336997	372784	0.9728	32457	0.0168530695016285	0.561943494469606	12850	-18.7313038585112	-11.6864431368425
ZXS_4_12-2	Heart	Left Ventricle	Endothelium	Endo	0.649233792939676	424085	0.9733	55120	0.0082433819641024	0.722187953555878	20881	-24.1307428026595	33.9416350989405
ZXS_4_12-3	Heart	Left Ventricle	Endothelium	Endo	0.84730818137915	255203	0.9594	31156	0.00570971184631804	0.80854410065477	15481	-27.9404224288334	32.900180613439
ZXS_4_12-4	Heart	Left Ventricle	Smooth muscle	SM-NOTCH3	0.637494907168005	383351	0.9657	51116	0.0120267474864098	0.715255497300258	21642	-18.1786593070908	5.68683610118266
ZXS_4_12-5	Heart	Left Ventricle	Glial	Glial	0.687489035076936	362207	0.9661	65748	0.0289696341381847	0.510190424043317	21583	-19.5118777421283	-11.2277186507629
ZXS_4_12-6	Heart	Left Ventricle	Smooth muscle	SM-NOTCH3	0.470139680701158	176248	0.9494	20181	0.0445500536562931	0.777364848124473	11284	-24.0450920649735	35.1288814687626
ZXS_4_12-7	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.47490836160216	137854	0.9449	19190	0.0169037967305196	0.682230328295988	9890	-18.4403312504198	-12.6244082700771
ZXS_4_12-8	Heart	Left Ventricle	Glial	Glial	0.591353270430007	222469	0.9639	23932	0.0556348402541202	0.518928631121511	9608	-18.7213472357124	-11.9146314115027
ZXS_5_1-1	Heart	Left Ventricle	Smooth muscle	SM-NOTCH3	0.896112830358083	335009	0.969	41619	0.0113333333333333	0.770777769768615	19458	-18.0633328725697	-1.69863597950808
ZXS_5_1-4	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.331284384858904	318132	0.9758	33195	0.0268144964345023	0.806808254255159	16927	-18.942925042148	5.89250093549464
ZXS_5_1-5	Heart	Left Ventricle	Erythrocyte	Erythrocyte	0.352958006560713	107330	0.9564	17023	0.0558431174515002	0.76232156494155	9474	-24.7373979857569	35.5281967116579
ZXS_5_1-8	Heart	Left Ventricle	Fibroblast	Fibro-ADAMTS19	0.425263256109676	636731	0.9769	47003	0.0244144446307787	0.794055698572432	20448	-17.1214280905678	12.0289547289831
ZXS_5_2-1	Heart	Left Ventricle	Endothelium	Endo	0.389108696761638	150539	0.9551	17649	0.053484551715423	0.799818686611139	9883	-28.4420671764203	38.4344481207636
ZXS_5_2-2	Heart	Left Ventricle	Endothelium	Endo	0.976051744169796	524803	0.9759	63398	0.0170850767085077	0.739707877220102	24517	-29.3184135614144	34.6056764103936
ZXS_5_2-3	Heart	Left Ventricle	Endothelium	Endo	0.36809235540966	5029661	0.9803	303704	0.0031394927190488	0.286054842873324	41209	-24.7895821768906	0.350208133251239
ZXS_5_2-5	Heart	Left Ventricle	Smooth muscle	SM-NOTCH3	0.833933697628203	193901	0.9694	23755	0.0660093475894744	0.758956009261208	12030	-17.3393026864299	-1.28516891033734
ZXS_5_2-7	Heart	Left Ventricle	Endothelium	Endo	0.934204065072095	340732	0.9636	38422	0.0144445787501511	0.793191400759981	17667	-27.6134126158656	32.9438208525096
ZXS_5_2-8	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.289953748569572	390595	0.9683	52782	0.0121419207873982	0.768860596415445	24870	-17.0840591383555	12.0499153624013
ZXS_5_3-1	Heart	Left Ventricle	Endothelium	Endo	1	1176610	0.9813	89295	0.01506002407135	0.830606416932639	29254	-29.7659146152439	36.4719287701895
ZXS_5_3-2	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.452357814708779	135760	0.9672	24000	0.0450262026179118	0.500291666666667	9850	-16.616046133275	14.8449544478631
ZXS_5_3-3	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.291025050040115	116091	0.9566	17786	0.0493199866127118	0.595468345890026	8531	-16.5106955437257	14.9928656033777
ZXS_5_3-5	Heart	Left Ventricle	Endothelium	Endo	0.874272613513795	265412	0.9757	29920	0.0367477227311655	0.789304812834225	15236	-27.2947991461949	32.9559504739298
ZXS_5_3-6	Heart	Left Ventricle	Fibroblast	Fibro-ADAMTS19	0.590707058147678	532713	0.9754	49299	0.0267639071546909	0.805614718351285	21767	-19.1779539877674	6.02344352679291
ZXS_5_3-8	Heart	Left Ventricle	Endothelium	Endo	0.996767406401855	653857	0.9795	66821	0.00689708703414169	0.790290477544485	26698	-29.3378034595736	37.2893702176561
ZXS_5_4-3	Heart	Left Ventricle	Endothelium	Endo	0.737500713838569	315248	0.9674	49241	0.00540802229333207	0.630754858755915	18335	-25.6188704032047	34.79411686095
ZXS_5_4-4	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.524548996862716	291289	0.9697	30409	0.0232721776295215	0.670229208458022	12939	-17.9260855251117	4.69285609833508
ZXS_5_4-6	Heart	Left Ventricle	Fibroblast	Fibro-ADAMTS19	0.664984801579739	379052	0.964	42505	0.00641627820415108	0.818468415480532	19714	-19.3115250444728	5.81732417789482
ZXS_5_4-8	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.320771917250864	114221	0.9353	26394	0.0180206471382191	0.628930817610063	12654	-28.7300859302583	39.6912174150144
ZXS_5_5-2	Heart	Left Ventricle	Fibroblast	Fibro-ADAMTS19	0.437585502068839	148099	0.9518	38623	0.010592400418536	0.648965642233902	17767	-18.8357247810054	-2.39413994650561
ZXS_5_5-3	Heart	Left Ventricle	Smooth muscle	SM-NOTCH3	0.5658151631202	100658	0.9347	23954	0.0298670331002708	0.522626701177256	10645	-17.0351679641086	14.3840520730961
ZXS_5_5-4	Heart	Left Ventricle	Smooth muscle	SM-NOTCH3	0.964214346584062	557122	0.9681	58660	0.00416082754236676	0.729491987725878	22359	-17.7679221284349	-2.60977542832584
ZXS_5_5-5	Heart	Left Ventricle	Endothelium	Endo	0.635256452800956	135206	0.9603	24787	0.0247077802620779	0.759067252995522	13385	-26.7371094899963	33.1812126850609
ZXS_5_5-7	Heart	Left Ventricle	Endothelium	Endo	0.384813408301025	211793	0.9571	30344	0.0134989350225443	0.20636699182705	5248	-18.8840542942054	-12.3408855474279
ZXS_5_6-2	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.522574423798077	150494	0.97	27404	0.020024955723716	0.660195591884396	13377	-17.0881083698165	12.2430585346145
ZXS_5_6-3	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.276585025419599	2160465	0.9835	187818	0.0122755274601385	0.184423218221896	19308	-25.2631401998356	-0.798795184632871
ZXS_5_6-4	Heart	Left Ventricle	Fibroblast	Fibro-ADAMTS19	0.299313020158219	258945	0.9786	33031	0.0299209720889863	0.788774181829191	16900	-18.8784355471295	5.71796161370227
ZXS_5_6-6	Heart	Left Ventricle	Endothelium	Endo	0.999116338142478	1191862	0.9799	102831	0.00892897984575553	0.827639525045949	30750	-17.41940515141	32.8411648957881
ZXS_5_6-8	Heart	Left Ventricle	Smooth muscle	SM-ACTG2	0.272720749163904	149420	0.956	28858	0.0211244039153351	0.773511677870954	14685	-26.4988316151851	33.8471158097233
ZXS_5_7-2	Heart	Left Ventricle	Fibroblast	Fibro-ADAMTS19	0.405854698039235	104149	0.959	24667	0.0160363405873653	0.693436575181416	13135	-26.1486338941235	36.3917498657655
ZXS_5_7-3	Heart	Left Ventricle	Endothelium	Endo	0.288814818661953	199368	0.9654	27604	0.0476947535771065	0.667837994493552	13443	-28.7404235956867	39.7110208216274
ZXS_5_7-4	Heart	Left Ventricle	T	T	0.626015832933967	187680	0.9736	24957	0.0133431982855393	0.857314581079457	13182	14.7782105639928	35.7471101942628
ZXS_5_7-6	Heart	Left Ventricle	Endothelium	Endo	0.598087247333999	237561	0.9687	26489	0.053563745876954	0.812035184416173	13774	-28.4236924478843	38.2210815663695
ZXS_5_7-7	Heart	Left Ventricle	Endothelium	Endo	0.859016801830041	284413	0.9767	28900	0.0726162965939918	0.783494809688581	14391	-28.5920336574846	33.3879260999707
ZXS_5_7-8	Heart	Left Ventricle	Fibroblast	Fibro-ADAMTS19	0.457707033756861	389449	0.9773	41668	0.0327368884971353	0.728616684266103	19482	-18.8995710824582	5.45878100761402
ZXS_5_8-1	Heart	Left Ventricle	Endothelium	Endo	0.534213099895042	191871	0.9633	21310	0.0168737886215939	0.639840450492726	10405	-28.7104259591019	39.5587711993669
ZXS_5_8-2	Heart	Left Ventricle	Glial	Glial	0.361202065965825	4246511	0.988	408733	0.00758567936318426	0.1579295041017	37351	-26.1059587084811	-0.07522045814705
ZXS_5_8-3	Heart	Left Ventricle	Endothelium	Endo	0.368077832030196	146671	0.9572	28521	0.0219672563537369	0.609165176536587	13514	-16.8894564523351	15.1673141274761
ZXS_5_8-6	Heart	Left Ventricle	DC/Macrophage	DC/Macro	0.914294608596222	497445	0.966	53505	0.027021473338128	0.740697131109242	22814	25.7985475134642	38.4905539421103
ZXS_5_8-7	Heart	Left Ventricle	Fibroblast	Fibro-ADAMTS19	0.451459758788717	418623	0.9755	46606	0.0126832821357317	0.826545938291207	21814	-20.1247512197868	5.38952372240961
ZXS_5_8-8	Heart	Left Ventricle	Endothelium	Endo	0.764150073646543	226693	0.9651	35743	0.0292449401987582	0.665053297149092	15685	-26.2543666538368	34.6591917133214
ZXS_5_9-5	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.316680582606917	232319	0.9795	34022	0.0122696468909761	0.761713009229322	17257	-17.20713907425	11.7874440276223
ZXS_5_9-7	Heart	Left Ventricle	Endothelium	Endo	0.437661639700859	620344	0.9813	80924	0.012301152102389	0.288295190549157	15119	-26.6520854744512	37.2180109187311
ZXS_5_9-8	Heart	Left Ventricle	Endothelium	Endo	0.691809796351713	221973	0.9748	31458	0.00935117249316645	0.768739271409498	15443	-26.8751345581172	34.8368447193758
ZXS_5_10-1	Heart	Left Ventricle	Smooth muscle	SM-NOTCH3	0.415918145455329	149674	0.9678	19853	0.052546711031482	0.553216138618849	8892	-16.4355186404891	15.0788015248313
ZXS_5_10-2	Heart	Left Ventricle	Endothelium	Endo	0.377193099294003	180395	0.965	30904	0.0376277704685761	0.407164121149366	10628	-28.7208184036173	40.3085775455183
ZXS_5_10-4	Heart	Left Ventricle	Endothelium	Endo	0.529487012563199	206841	0.9783	26384	0.0411826282329512	0.834066100667071	13839	-28.1126917390321	38.4137868615763
ZXS_5_10-5	Heart	Left Ventricle	Endothelium	Endo	0.488841076051459	150879	0.9698	17937	0.076017130620985	0.814628979204995	9676	-24.901994197352	35.4718350054027
ZXS_5_10-6	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.261629953740754	168917	0.9613	25137	0.0096782431052094	0.795918367346939	13811	-17.0898741044341	12.2378181806884
ZXS_5_10-7	Heart	Left Ventricle	Endothelium	Endo	0.597470004608181	130076	0.9699	19288	0.0526995428052909	0.380754873496474	6065	-28.6129528657777	40.3284992321028
ZXS_5_10-8	Heart	Left Ventricle	Endothelium	Endo	0.455688602120784	104261	0.9494	23613	0.0304207446271819	0.740397238809131	13195	-28.7760212176844	39.3912060411315
ZXS_5_11-5	Heart	Left Ventricle	Smooth muscle	SM-NOTCH3	0.803181557134662	199353	0.9751	18870	0.0757819481680072	0.82543720190779	9770	-17.3736770054337	-1.28706689260643
ZXS_5_11-6	Heart	Left Ventricle	Smooth muscle	SM-NOTCH3	0.745367961613575	144036	0.9527	23152	0.016640568396943	0.79120594333103	13123	-26.1372961503525	35.7167526902922
ZXS_5_11-7	Heart	Left Ventricle	Glial	Glial	0.294526756053596	158221	0.9744	20733	0.0188275716990393	0.812328172478657	11190	-24.6760925356344	34.3952068567144
ZXS_5_12-1	Heart	Left Ventricle	Endothelium	Endo	0.996153260939764	578147	0.9796	53992	0.00710143212214463	0.825103719069492	23158	-29.3172972979963	37.2764295515723
ZXS_5_12-2	Heart	Left Ventricle	Glial	Glial	0.324757937130737	203470	0.9658	36571	0.0120004421215518	0.489595581198217	13739	-26.3643868263668	36.8053030911632
ZXS_5_12-3	Heart	Left Ventricle	Glial	Glial	0.331198222393907	235555	0.9677	37907	0.0151656441717791	0.703616746247395	17193	-27.7887109465153	35.0733804124328
ZXS_5_12-4	Heart	Left Ventricle	Fibroblast	Fibro-ITM2A	0.861549810780453	518511	0.9783	50419	0.0115481295283158	0.816894424720839	23510	-17.0928242527848	12.0381109784102
ZXS_5_12-5	Heart	Left Ventricle	Fibroblast	Fibro-ADAMTS19	0.467499700781151	246692	0.9787	25832	0.00926792452830189	0.844379064725921	13159	-18.0526758885916	4.87903225744572
ZXS_5_12-6	Heart	Left Ventricle	Endothelium	Endo	0.263697199300695	163997	0.9534	20759	0.0618819298771352	0.798208006166	12095	-28.6959488992828	39.6544221244632
ZXS_5_12-7	Heart	Left Ventricle	Fibroblast	Fibro-FMOD	0.35058829037814	281610	0.9771	25331	0.042363184079602	0.400773755477478	8256	-28.6577108220153	40.1874556494321
ZXS_5_12-8	Heart	Left Ventricle	Endothelium	Endo	1	924206	0.9787	90328	0.0110695466071975	0.821052165441502	30708	-29.8220892408584	34.4201431913771
YXS_6_1-1	Heart	Right Ventricle	Endothelium	Endo	0.904006995228357	1602925	0.9728	71574	0.011189834751066	0.80646603515243	26185	-30.3488428188863	33.3707573167219
YXS_6_1-2	Heart	Right Ventricle	Endothelium	Endo	0.450854028687007	210589	0.9631	18056	0.0852891267458556	0.714000886132034	10347	-28.7237038123906	39.7981099637772
YXS_6_1-3	Heart	Right Ventricle	Endothelium	Endo	0.913954742133113	524325	0.9668	40884	0.0283381814769635	0.772160258291752	18469	-28.8028576976051	37.1597405968145
YXS_6_1-5	Heart	Right Ventricle	Glial	Glial	0.380601362171146	165890	0.9406	15958	0.0831905075807515	0.603647073568116	7992	-16.4529859575814	15.053172162634
YXS_6_1-6	Heart	Right Ventricle	Smooth muscle	SM-NOTCH3	0.708218577732586	1089107	0.9752	51662	0.0313154232847347	0.427141806356703	14926	-17.2180038942935	14.3755648940687
YXS_6_1-8	Heart	Right Ventricle	Fibroblast	Fibro-ITM2A	0.616983951078866	962189	0.9738	52994	0.0318427922887971	0.840547986564517	22572	-17.0980663321061	12.0432491056235
YXS_6_2-1	Heart	Right Ventricle	Endothelium	Endo	0.329250509184286	280871	0.9491	22527	0.0749377542964717	0.68726417188263	11737	-28.7526416188053	39.9922366750947
YXS_6_2-2	Heart	Right Ventricle	Endothelium	Endo	0.908217820936804	963361	0.9738	58378	0.032122100633541	0.792267635068005	22578	-29.2620171442145	34.6206087135627
YXS_6_2-6	Heart	Right Ventricle	Endothelium	Endo	0.289382674685596	277598	0.9488	26689	0.0246794871794872	0.58301172767807	12172	-17.0813683153333	14.4700605723466
YXS_6_2-7	Heart	Right Ventricle	Smooth muscle	SM-NOTCH3	0.973660535314712	1070809	0.9689	60766	0.014226982581413	0.807474574597637	24000	-17.7189083962096	-3.20794465909366
YXS_6_2-8	Heart	Right Ventricle	Fibroblast	Fibro-ADAMTS19	0.438036947658616	958101	0.9704	66626	0.0154076732885932	0.789511602077267	28602	-17.0784567617966	12.0794254969804
YXS_6_3-1	Heart	Right Ventricle	Endothelium	Endo	0.735079286718008	199086	0.9565	23502	0.0591184701492537	0.77546591779423	13964	-28.823322839458	39.3106039430633
YXS_6_3-2	Heart	Right Ventricle	Endothelium	Endo	0.554149412946193	334505	0.9691	24948	0.0319931747893783	0.782667949334616	13404	-26.2122601686449	36.0447005072806
YXS_6_3-3	Heart	Right Ventricle	Endothelium	Endo	0.336916182105982	339712	0.9643	28511	0.0447520234200103	0.742485356529059	14628	-25.8390464774686	36.2238509384075
YXS_6_3-5	Heart	Right Ventricle	Endothelium	Endo	0.465610056069729	764643	0.9563	38787	0.076982407169354	0.709980147987728	17305	-17.2876281149289	14.3593889626974
YXS_6_3-6	Heart	Right Ventricle	Endothelium	Endo	0.354828510020324	426725	0.9608	31104	0.0448835248884594	0.809735082304527	15594	-26.2148681326889	36.1070259721671
YXS_6_3-7	Heart	Right Ventricle	Fibroblast	Fibro-FMOD	0.41902064857808	209640	0.9586	18894	0.0865301162992536	0.78072403937758	11219	-28.7387110729185	40.3429492860722
YXS_6_3-8	Heart	Right Ventricle	Endothelium	Endo	0.957870636884295	614132	0.9682	46526	0.0101593625498008	0.824356273911361	21720	-29.0059720146288	38.4905748798648
YXS_6_4-1	Heart	Right Ventricle	Endothelium	Endo	0.686921501007388	413309	0.9673	29042	0.0420088063786743	0.698230149438744	12282	-28.7557707136471	36.8072953037306
YXS_6_4-3	Heart	Right Ventricle	Endothelium	Endo	0.976379435827792	3067215	0.9761	156646	0.00890611781339452	0.428743791734229	31010	-31.7280943226979	22.7653128739212
YXS_6_4-5	Heart	Right Ventricle	Endothelium	Endo	0.310026174334006	156755	0.9568	18138	0.0581007281553398	0.540357260999008	8134	-16.4989196293964	15.0194118657687
YXS_6_4-6	Heart	Right Ventricle	Endothelium	Endo	0.789786684408564	727658	0.9638	50449	0.00624892011749122	0.781363357053658	20413	-27.5996921484054	35.0613514042752
YXS_6_4-7	Heart	Right Ventricle	Fibroblast	Fibro-ITM2A	0.489653965346909	413183	0.9672	32502	0.0235655737704918	0.754784320964864	15825	-17.0942842146208	12.3104370386733
YXS_6_4-8	Heart	Right Ventricle	Endothelium	Endo	0.74190287816217	677762	0.9705	43715	0.0190320039864333	0.75912158298067	19038	-28.8683605074227	38.5428318248518
YXS_6_5-1	Heart	Right Ventricle	Endothelium	Endo	0.924074761338742	1161063	0.9716	69529	0.00815604321970014	0.712666657078341	24747	-29.1987018712232	37.4479706522878
YXS_6_5-2	Heart	Right Ventricle	Endothelium	Endo	0.811555868351972	684353	0.971	46672	0.0197557700914264	0.781539252656839	20871	-28.996312010093	28.8080234552538
YXS_6_5-3	Heart	Right Ventricle	Smooth muscle	SM-NOTCH3	0.973654465544216	1291661	0.9715	83103	0.0141733669816304	0.691190450404919	28186	-17.5509086620454	-3.25201928510961
YXS_6_5-4	Heart	Right Ventricle	Endothelium	Endo	0.510470423689124	274906	0.9608	28604	0.0234361756229869	0.759299398685499	14529	-26.0917921525044	35.826694795216
YXS_6_5-5	Heart	Right Ventricle	Fibroblast	Fibro-ADAMTS19	0.34700418566229	898390	0.9719	51524	0.0189796327417937	0.764963900318298	21836	-20.039509761105	5.10484349314474
YXS_6_5-6	Heart	Right Ventricle	Endothelium	Endo	0.414622501429624	278611	0.9331	24103	0.0698832134009673	0.577936356470149	11130	-28.7342673492007	40.00782707573
YXS_6_6-1	Heart	Right Ventricle	Endothelium	Endo	0.298032648126113	373938	0.9515	23343	0.0492133631154705	0.561752988047809	10267	-16.4231302562377	15.0779249506336
YXS_6_6-2	Heart	Right Ventricle	Endothelium	Endo	0.723592996168671	348513	0.9692	26776	0.0262954946886584	0.798550941141321	13142	-28.7424676483141	38.6628937886325
