cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MD180	hsa05162	Measles	6/38	140/7846	5.00190242132498e-05	0.000630239705086947	0.000400152193705998	HSPA8/HSPA1A/HSPA1B/NFKBIA/JUN/FOS	6
MD180	hsa05418	Fluid shear stress and atherosclerosis	6/38	140/7846	5.00190242132498e-05	0.000630239705086947	0.000400152193705998	HSP90AB1/KLF2/HSP90AA1/DUSP1/JUN/FOS	6
MD180	hsa05166	Human T-cell leukemia virus 1 infection	7/38	218/7846	7.03320153518389e-05	0.000805621266757427	0.000511505566195192	EGR2/ATF4/NFKBIA/ZFP36/JUN/EGR1/FOS	7
MD180	hsa05161	Hepatitis B	6/38	164/7846	0.00012069875058996	0.00126733688119458	0.000804658337266402	EGR2/DDX3X/ATF4/NFKBIA/JUN/FOS	6
MD180	hsa04659	Th17 cell differentiation	5/38	105/7846	0.00013782377217464	0.00133583040723113	0.000848146290305476	HSP90AB1/NFKBIA/HSP90AA1/JUN/FOS	5
MD180	hsa05134	Legionellosis	4/38	57/7846	0.000153749702239166	0.0013837473201525	0.000878569727080951	HSPA8/HSPA1A/HSPA1B/NFKBIA	4
MD180	hsa05031	Amphetamine addiction	4/38	69/7846	0.000322782811563882	0.00271137561713661	0.0017215083283407	ATF4/JUN/FOS/FOSB	4
MD180	hsa03040	Spliceosome	5/38	135/7846	0.00044533847812145	0.00350704051520642	0.00222669239060725	HSPA8/SRSF7/HSPA1A/HSPA1B/DDX5	5
MD180	hsa05215	Prostate cancer	4/38	99/7846	0.0012668728630079	0.00938976357288208	0.00596175464944894	HSP90AB1/ATF4/NFKBIA/HSP90AA1	4
MD180	hsa04625	C-type lectin receptor signaling pathway	4/38	106/7846	0.00163185125637618	0.0104339249579512	0.00662471425901662	EGR2/NFKBIA/IRF1/JUN	4
MD180	hsa04928	Parathyroid hormone synthesis, secretion and action	4/38	106/7846	0.00163185125637618	0.0104339249579512	0.00662471425901662	ATF4/JUND/EGR1/FOS	4
MD180	hsa05030	Cocaine addiction	3/38	49/7846	0.00165617856475416	0.0104339249579512	0.00662471425901662	ATF4/JUN/FOSB	3
MD180	hsa05145	Toxoplasmosis	4/38	110/7846	0.00187040413036699	0.011222424782202	0.00712534906806474	HSPA8/HSPA1A/HSPA1B/NFKBIA	4
MD180	hsa04935	Growth hormone synthesis, secretion and action	4/38	121/7846	0.00264968780473702	0.0148275919788196	0.00941434411353625	ATF4/JUNB/SOCS3/FOS	4
MD180	hsa05203	Viral carcinogenesis	5/38	202/7846	0.00270662393264167	0.0148275919788196	0.00941434411353625	EGR2/DDX3X/ATF4/NFKBIA/JUN	5
MD180	hsa04926	Relaxin signaling pathway	4/38	131/7846	0.00353032009890649	0.0179566057521249	0.0114010195251587	ATF4/NFKBIA/JUN/FOS	4
MD180	hsa04213	Longevity regulating pathway - multiple species	3/38	64/7846	0.00356281860161209	0.0179566057521249	0.0114010195251587	HSPA8/HSPA1A/HSPA1B	3
MD180	hsa04917	Prolactin signaling pathway	3/38	72/7846	0.0049661580944769	0.0240667661501573	0.0152804864445443	IRF1/SOCS3/FOS	3
MD180	hsa05140	Leishmaniasis	3/38	73/7846	0.00516181631266433	0.0240884761257669	0.0152942705560425	NFKBIA/JUN/FOS	3
MD180	hsa05133	Pertussis	3/38	76/7846	0.00577654551583459	0.0259944548212557	0.0165044157595274	IRF1/JUN/FOS	3
MD180	hsa04662	B cell receptor signaling pathway	3/38	81/7846	0.00689534208510161	0.0299590725076828	0.0190216333382113	NFKBIA/JUN/FOS	3
MD180	hsa05210	Colorectal cancer	3/38	88/7846	0.00866506390819317	0.0363932684144113	0.0231068370885151	GADD45B/JUN/FOS	3
MD180	hsa04658	Th1 and Th2 cell differentiation	3/38	90/7846	0.00921526455840445	0.0373979696144446	0.0237447426123458	NFKBIA/JUN/FOS	3
MD180	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	3/38	91/7846	0.00949789704493831	0.0373979696144446	0.0237447426123458	NFKBIA/JUN/FOS	3
MD180	hsa04912	GnRH signaling pathway	3/38	93/7846	0.0100783216031425	0.0384808643029076	0.0244322947954969	ATF4/JUN/EGR1	3
MD180	hsa04621	NOD-like receptor signaling pathway	4/38	180/7846	0.0107636697919391	0.0398888939348332	0.0253262818633862	HSP90AB1/NFKBIA/HSP90AA1/JUN	4
MD180	hsa05167	Kaposi sarcoma-associated herpesvirus infection	4/38	188/7846	0.0124787819417058	0.0436757367959702	0.0277306265371239	NFKBIA/ZFP36/JUN/FOS	4
MD180	hsa05142	Chagas disease (American trypanosomiasis)	3/38	103/7846	0.0132880151686208	0.0452058660213671	0.0287021371564235	NFKBIA/JUN/FOS	3
MD180	hsa04620	Toll-like receptor signaling pathway	3/38	104/7846	0.0136375324156762	0.0452058660213671	0.0287021371564235	NFKBIA/JUN/FOS	3
MD180	hsa04660	T cell receptor signaling pathway	3/38	105/7846	0.0139922918637565	0.0452058660213671	0.0287021371564235	NFKBIA/JUN/FOS	3
MD180	hsa05130	Pathogenic Escherichia coli infection	4/38	200/7846	0.0153668702208779	0.0484056411957653	0.0307337404417557	NFKBIA/TUBB4B/JUN/FOS	4
MD181	hsa04540	Gap junction	3/11	88/7846	0.000210811425249036	0.00948651413620663	0.00776673671970134	TUBB/TUBA1B/TUBA1A	3
MD181	hsa04145	Phagosome	3/11	148/7846	0.000971111295149999	0.0213947439394355	0.0175161646287776	TUBB/TUBA1B/TUBA1A	3
MD181	hsa04530	Tight junction	3/11	169/7846	0.00142631626262903	0.0213947439394355	0.0175161646287776	TUBA1B/TUBA1A/MYL6	3
MD181	hsa05130	Pathogenic Escherichia coli infection	3/11	200/7846	0.00231449109185657	0.0260380247833864	0.0213176811092053	TUBB/TUBA1B/TUBA1A	3
MD185	hsa03040	Spliceosome	3/11	135/7846	0.000742981371715581	0.0237754038948986	0.0211163126698113	DDX39B/U2AF1L5/U2AF1	3
MD189	hsa04974	Protein digestion and absorption	6/24	95/7846	3.0339202510665e-07	1.91136975817189e-05	1.62873613478307e-05	COL14A1/COL5A1/COL5A2/COL3A1/COL1A2/COL1A1	6
MD189	hsa05205	Proteoglycans in cancer	7/24	206/7846	1.83930589744429e-06	5.79381357694951e-05	4.93708425103467e-05	IGF2/LUM/DCN/GPC3/CD63/COL1A2/COL1A1	7
MD189	hsa04926	Relaxin signaling pathway	4/24	131/7846	0.000608616735629597	0.0127809514482215	0.0108910363217928	CREB5/COL3A1/COL1A2/COL1A1	4
MD189	hsa04512	ECM-receptor interaction	3/24	88/7846	0.0023272124659705	0.0345981375942298	0.0294821222607472	THBS2/COL1A2/COL1A1	3
MD189	hsa04933	AGE-RAGE signaling pathway in diabetic complications	3/24	102/7846	0.0035405982845574	0.0345981375942298	0.0294821222607472	COL3A1/COL1A2/COL1A1	3
MD189	hsa05146	Amoebiasis	3/24	102/7846	0.0035405982845574	0.0345981375942298	0.0294821222607472	COL3A1/COL1A2/COL1A1	3
MD189	hsa04151	PI3K-Akt signaling pathway	5/24	355/7846	0.00384423751046998	0.0345981375942298	0.0294821222607472	IGF2/CREB5/THBS2/COL1A2/COL1A1	5
MD189	hsa04611	Platelet activation	3/24	125/7846	0.00625744655814308	0.0492773916453768	0.0419907597980654	COL3A1/COL1A2/COL1A1	3
MD191	hsa04510	Focal adhesion	3/10	201/7846	0.00174012027432126	0.0220415234747359	0.0189276240364768	THBS3/PDGFD/VEGFD	3
MD193	hsa04210	Apoptosis	4/19	138/7846	0.000289222679887499	0.0312360494278499	0.0277044882839604	TUBA1B/TUBA1C/NFKBIA/GADD45A	4
MD193	hsa04918	Thyroid hormone synthesis	3/19	74/7846	0.000700197393913528	0.0378106592713305	0.0335357699190163	ATP1A1/HSPA5/HSP90B1	3
MD194	hsa04141	Protein processing in endoplasmic reticulum	12/75	166/7846	4.44977474757953e-08	8.00959454564316e-06	6.0891654440562e-06	HSPA1A/HSPA1B/HSP90AB1/DDIT3/PPP1R15A/ATF4/HERPUD1/HSPH1/HSP90AA1/HSPA8/DNAJB1/DNAJA1	12
MD194	hsa03040	Spliceosome	9/75	135/7846	4.85953426899814e-06	0.000370751411942069	0.00028185779855245	HSPA1A/HSPA1B/SRSF5/SRSF3/SRSF7/EIF4A3/DDX5/HSPA8/TRA2B	9
MD194	hsa04915	Estrogen signaling pathway	9/75	139/7846	6.17919019903449e-06	0.000370751411942069	0.00028185779855245	HSPA1A/HSPA1B/HSP90AB1/CALM1/ATF4/HSP90AA1/HSPA8/JUN/FOS	9
MD194	hsa04010	MAPK signaling pathway	12/75	295/7846	1.99338668346264e-05	0.000848310125089131	0.00064491413018472	JUND/HSPA1A/HSPA1B/MYC/DDIT3/DUSP5/GADD45B/DUSP1/ATF4/HSPA8/JUN/FOS	12
MD194	hsa05161	Hepatitis B	9/75	164/7846	2.35641701413648e-05	0.000848310125089131	0.00064491413018472	EGR2/CYCS/MYC/EGR3/CDKN1A/DDX3X/ATF4/JUN/FOS	9
MD194	hsa04612	Antigen processing and presentation	6/75	68/7846	4.26491213663982e-05	0.00105195664654596	0.000799733123105119	HSPA1A/HSPA1B/HSP90AB1/HSP90AA1/HSPA8/HLA-E	6
MD194	hsa05031	Amphetamine addiction	6/75	69/7846	4.63597943021651e-05	0.00105195664654596	0.000799733123105119	SIRT1/CALM1/ATF4/JUN/FOS/FOSB	6
MD194	hsa04210	Apoptosis	8/75	138/7846	4.67536287353762e-05	0.00105195664654596	0.000799733123105119	CYCS/DDIT3/GADD45B/TUBA1A/ATF4/JUN/FOS/MCL1	8
MD194	hsa05202	Transcriptional misregulation in cancer	9/75	184/7846	5.83894234540979e-05	0.00116778846908196	0.000887792403395641	FUS/MYC/H3F3B/CDKN1A/DDIT3/ID2/GADD45B/DDX5/NFKBIZ	9
MD194	hsa05210	Colorectal cancer	6/75	88/7846	0.000181603983956274	0.00320548174428514	0.00243691594594777	CYCS/MYC/CDKN1A/GADD45B/JUN/FOS	6
MD194	hsa05134	Legionellosis	5/75	57/7846	0.000198280283991799	0.00320548174428514	0.00243691594594777	HSPA1A/HSPA1B/CYCS/HSPA8/HSPD1	5
MD194	hsa05166	Human T-cell leukemia virus 1 infection	9/75	218/7846	0.000213698782952343	0.00320548174428514	0.00243691594594777	EGR2/MYC/CDKN1A/ATF4/JUN/FOS/EGR1/ZFP36/HLA-E	9
MD194	hsa04657	IL-17 signaling pathway	6/75	94/7846	0.000260789156948019	0.00361092678851103	0.00274514902050546	JUND/HSP90AB1/HSP90AA1/JUN/FOS/FOSB	6
MD194	hsa05167	Kaposi sarcoma-associated herpesvirus infection	8/75	188/7846	0.000400372587861816	0.00514764755822335	0.00391341627233354	CYCS/MYC/CDKN1A/CALM1/JUN/FOS/ZFP36/HLA-E	8
MD194	hsa05203	Viral carcinogenesis	8/75	202/7846	0.000645969330770961	0.00775163196925153	0.00589305354387544	GTF2B/EGR2/EGR3/CDKN1A/DDX3X/ATF4/JUN/HLA-E	8
MD194	hsa04668	TNF signaling pathway	6/75	114/7846	0.000734829981069874	0.00826683728703608	0.0062847301012555	JUNB/ATF4/JUN/FOS/SOCS3/IRF1	6
MD194	hsa04380	Osteoclast differentiation	6/75	127/7846	0.00129175053851842	0.0136773586431362	0.0103979919509223	JUNB/JUND/JUN/FOS/FOSB/SOCS3	6
MD194	hsa05222	Small cell lung cancer	5/75	94/7846	0.00197647160897974	0.0191371798947838	0.0145487332533444	CYCS/CKS2/MYC/CDKN1A/GADD45B	5
MD194	hsa05162	Measles	6/75	140/7846	0.00212635332164264	0.0191371798947838	0.0145487332533444	HSPA1A/HSPA1B/CYCS/HSPA8/JUN/FOS	6
MD194	hsa05418	Fluid shear stress and atherosclerosis	6/75	140/7846	0.00212635332164264	0.0191371798947838	0.0145487332533444	HSP90AB1/CALM1/DUSP1/HSP90AA1/JUN/FOS	6
MD194	hsa04213	Longevity regulating pathway - multiple species	4/75	64/7846	0.00317301865630337	0.0261376535577297	0.0198707307748822	HSPA1A/HSPA1B/SIRT1/HSPA8	4
MD194	hsa04625	C-type lectin receptor signaling pathway	5/75	106/7846	0.00333981128793213	0.0261376535577297	0.0198707307748822	EGR2/EGR3/CALM1/JUN/IRF1	5
MD194	hsa04928	Parathyroid hormone synthesis, secretion and action	5/75	106/7846	0.00333981128793213	0.0261376535577297	0.0198707307748822	JUND/CDKN1A/ATF4/FOS/EGR1	5
MD194	hsa04218	Cellular senescence	6/75	160/7846	0.00413465394024297	0.0310099045518223	0.0235747812382275	MYC/CDKN1A/SIRT1/GADD45B/CALM1/HLA-E	6
MD194	hsa05216	Thyroid cancer	3/75	37/7846	0.00516257243766758	0.0371705215512066	0.0282582912377594	MYC/CDKN1A/GADD45B	3
MD194	hsa05133	Pertussis	4/75	76/7846	0.00587921707464344	0.0407022720552238	0.0309432477612813	CALM1/JUN/FOS/IRF1	4
MD194	hsa03018	RNA degradation	4/75	79/7846	0.0067390425412178	0.0449269502747853	0.0341549914369713	TOB1/BTG2/BTG1/HSPD1	4
MD197	hsa03010	Ribosome	6/10	150/7846	8.71324528340441e-09	6.97059622672353e-08	6.42028599829799e-08	RPL39/RPL13/RPL24/RPL41/RPS19/RPL23A	6
MD198	hsa03010	Ribosome	41/50	150/7846	2.02983151798794e-64	1.03521407417385e-62	1.03521407417385e-62	RPLP0/RPL12/RPL14/RPL8/RPL36/RPLP1/RPL19/RPL32/RPL30/RPLP2/RPS11/RPS15A/RPL26/RPL27/RPL38/RPS23/RPL27A/RPL13A/RPS16/RPL7/RPS4X/RPL11/RPL22/RPS3/RPL31/RPS27A/RPS20/RPL23/RPL37A/RPS12/RPS24/RPS3A/RPL10A/RPS18/RPL15/RPS6/RPL4/RPL5/RPL9/RPL6/RPL3	41
MD203	hsa04510	Focal adhesion	5/23	201/7846	0.000242472599103292	0.0100589350798084	0.00872823669798452	CAV1/TNC/FN1/MYLK/IGF1	5
MD203	hsa05205	Proteoglycans in cancer	5/23	206/7846	0.000271863110265092	0.0100589350798084	0.00872823669798452	PTCH1/CAV1/WNT2B/FN1/IGF1	5
MD203	hsa04270	Vascular smooth muscle contraction	4/23	132/7846	0.000528805016913697	0.0130438570838712	0.0113182828181528	MRVI1/MYLK/CALD1/ACTA2	4
MD203	hsa05410	Hypertrophic cardiomyopathy (HCM)	3/23	90/7846	0.00218933575315763	0.0378135540189761	0.0328111919652567	TPM1/IGF1/TPM2	3
MD203	hsa05414	Dilated cardiomyopathy (DCM)	3/23	95/7846	0.00255496986614703	0.0378135540189761	0.0328111919652567	TPM1/IGF1/TPM2	3
MD205	hsa04510	Focal adhesion	7/23	201/7846	1.12909105238095e-06	5.12940455682825e-05	3.92681688561014e-05	COL6A3/MET/COL6A5/LAMA2/FN1/TNC/IGF1	7
MD205	hsa05205	Proteoglycans in cancer	7/23	206/7846	1.33231287190344e-06	5.12940455682825e-05	3.92681688561014e-05	GPC3/MET/FN1/WNT2B/IGF1/LUM/DCN	7
MD205	hsa04512	ECM-receptor interaction	5/23	88/7846	4.54262575824454e-06	0.000116594061128277	8.92586113900682e-05	COL6A3/COL6A5/LAMA2/FN1/TNC	5
MD205	hsa04151	PI3K-Akt signaling pathway	7/23	355/7846	4.7827819074143e-05	0.000920685517177253	0.000704831017934739	COL6A3/MET/COL6A5/LAMA2/FN1/TNC/IGF1	7
MD205	hsa05165	Human papillomavirus infection	6/23	332/7846	0.000300392376920667	0.00462604260457828	0.00354146802264366	COL6A3/COL6A5/LAMA2/FN1/TNC/WNT2B	6
MD205	hsa04360	Axon guidance	4/23	183/7846	0.00179176361097364	0.0229942996741617	0.0176032916165831	MET/ROBO2/SLIT3/NRP1	4
MD205	hsa04974	Protein digestion and absorption	3/23	95/7846	0.00255496986614703	0.0281046685276174	0.0215155357149224	COL6A3/COL6A5/COL21A1	3
MD208	hsa03010	Ribosome	10/23	150/7846	4.46481043700667e-12	1.91986848791287e-10	1.83292217940274e-10	RPL10A/RPL7/RPS3A/RPS18/RPS6/RPL5/RPL3/RPL9/RPL6/RPL4	10
MD208	hsa03013	RNA transport	4/23	164/7846	0.00119465986096704	0.0256851870107913	0.0245219655672182	EIF4B/PABPC1/EIF3E/EEF1A1	4
MD210	hsa00190	Oxidative phosphorylation	8/13	132/7846	6.22108043440905e-12	7.97894848861826e-11	2.23970483891039e-11	MT-ND1/MT-CO3/MT-ND2/MT-ATP6/MT-CYB/MT-ND5/MT-ND4/MT-CO1	8
MD210	hsa05012	Parkinson disease	8/13	141/7846	1.06385979848243e-11	7.97894848861826e-11	2.23970483891039e-11	MT-ND1/MT-CO3/MT-ND2/MT-ATP6/MT-CYB/MT-ND5/MT-ND4/MT-CO1	8
MD210	hsa04714	Thermogenesis	8/13	230/7846	5.48231327341555e-10	2.74115663670777e-09	7.69447476970603e-10	MT-ND1/MT-CO3/MT-ND2/MT-ATP6/MT-CYB/MT-ND5/MT-ND4/MT-CO1	8
MD210	hsa04723	Retrograde endocannabinoid signaling	4/13	147/7846	7.41524191469606e-05	0.000278071571801102	7.80551780494322e-05	MT-ND1/MT-ND2/MT-ND5/MT-ND4	4
MD210	hsa01100	Metabolic pathways	9/13	1488/7846	0.00010593933490431	0.00031781800471293	8.92120714983662e-05	SETD2/MT-ND1/MT-CO3/MT-ND2/MT-ATP6/MT-CYB/MT-ND5/MT-ND4/MT-CO1	9
MD210	hsa05010	Alzheimer disease	4/13	170/7846	0.000130561563481315	0.000326403908703288	9.16221498114494e-05	MT-CO3/MT-ATP6/MT-CYB/MT-CO1	4
MD210	hsa05016	Huntington disease	4/13	192/7846	0.00020898886075831	0.000447833273053522	0.000125707585418532	MT-CO3/MT-ATP6/MT-CYB/MT-CO1	4
MD210	hsa04260	Cardiac muscle contraction	3/13	85/7846	0.000324519439110631	0.000608473948332433	0.000170799704795069	MT-CO3/MT-CYB/MT-CO1	3
MD210	hsa04932	Non-alcoholic fatty liver disease (NAFLD)	3/13	150/7846	0.00170170040666134	0.00283616734443557	0.000796117149315246	MT-CO3/MT-CYB/MT-CO1	3
MD212	hsa04350	TGF-beta signaling pathway	3/15	94/7846	0.00068266030862774	0.0320850345055038	0.0229948735537765	BMP5/BMP4/LTBP1	3
MD212	hsa05418	Fluid shear stress and atherosclerosis	3/15	140/7846	0.00216187052482549	0.0333347800277235	0.0238905478362184	BMP4/VEGFA/MMP2	3
MD212	hsa04390	Hippo signaling pathway	3/15	154/7846	0.00283700255555094	0.0333347800277235	0.0238905478362184	BMP5/BMP4/WNT4	3
MD214	hsa05200	Pathways in cancer	7/15	531/7846	2.49382799436055e-05	0.00119703743729307	0.000866277092777876	CXCR4/PTCH1/F2R/DLL1/COL4A6/COL4A5/LAMB1	7
MD214	hsa04610	Complement and coagulation cascades	3/15	85/7846	0.000508252285214156	0.00819192370353288	0.00592836583808301	F2R/A2M/PLAT	3
MD214	hsa04512	ECM-receptor interaction	3/15	88/7846	0.000562735750990955	0.00819192370353288	0.00592836583808301	COL4A6/COL4A5/LAMB1	3
MD214	hsa05222	Small cell lung cancer	3/15	94/7846	0.00068266030862774	0.00819192370353288	0.00592836583808301	COL4A6/COL4A5/LAMB1	3
MD214	hsa05146	Amoebiasis	3/15	102/7846	0.000866422016469489	0.00831765135810709	0.00601935295652487	COL4A6/COL4A5/LAMB1	3
MD214	hsa04151	PI3K-Akt signaling pathway	4/15	355/7846	0.00378039502774136	0.0302431602219309	0.0218864975290289	F2R/COL4A6/COL4A5/LAMB1	4
MD214	hsa04510	Focal adhesion	3/15	201/7846	0.00600284102879796	0.041162338483186	0.0297885344286215	COL4A6/COL4A5/LAMB1	3
MD217	hsa04625	C-type lectin receptor signaling pathway	4/10	106/7846	6.20998348390198e-06	0.000310499174195099	0.000274546638235667	NFATC1/NFKB2/IRF9/IRF1	4
MD217	hsa04380	Osteoclast differentiation	3/10	127/7846	0.000457404034427579	0.00912034661660242	0.00806430648204845	NFATC1/NFKB2/IRF9	3
MD217	hsa03040	Spliceosome	3/10	135/7846	0.000547220796996145	0.00912034661660242	0.00806430648204845	U2AF1L5/U2AF1/DDX39B	3
MD221	hsa03010	Ribosome	23/27	150/7846	8.55232144681465e-37	7.69708930213318e-36	7.20195490258076e-36	RPL36/RPS21/RPL27A/RPL8/RPLP0/RPL14/RPS23/RPL26/RPL38/RPS11/RPS27A/RPL27/RPLP2/RPS4X/RPL13A/RPL22/RPL11/RPS24/RPS12/RPS3/RPS20/RPL31/RPL23	23
MD222	hsa04974	Protein digestion and absorption	5/19	95/7846	2.38017288393561e-06	0.000104727606893167	6.7647018806591e-05	COL5A2/COL1A1/COL3A1/COL1A2/COL9A1	5
MD222	hsa04611	Platelet activation	5/19	125/7846	9.21070429210024e-06	0.000202635494426205	0.000130888955729846	COL1A1/COL3A1/COL1A2/GUCY1A3/GUCY1B3	5
MD222	hsa04924	Renin secretion	3/19	68/7846	0.000546324105466791	0.00801275354684626	0.00517570205179065	GUCY1A3/GUCY1B3/EDNRA	3
MD222	hsa04512	ECM-receptor interaction	3/19	88/7846	0.00116018139958138	0.0127619953953952	0.00824339415492033	COL1A1/COL1A2/COL9A1	3
MD222	hsa04933	AGE-RAGE signaling pathway in diabetic complications	3/19	102/7846	0.00177680570492606	0.0130299085027911	0.00841644807596554	COL1A1/COL3A1/COL1A2	3
MD222	hsa05146	Amoebiasis	3/19	102/7846	0.00177680570492606	0.0130299085027911	0.00841644807596554	COL1A1/COL3A1/COL1A2	3
MD222	hsa04926	Relaxin signaling pathway	3/19	131/7846	0.00362448812978232	0.0203670899821536	0.013155775825793	COL1A1/COL3A1/COL1A2	3
MD222	hsa04270	Vascular smooth muscle contraction	3/19	132/7846	0.00370310726948248	0.0203670899821536	0.013155775825793	GUCY1A3/GUCY1B3/EDNRA	3
MD222	hsa04022	cGMP-PKG signaling pathway	3/19	166/7846	0.00702458564680979	0.0324139553632754	0.0209372438949387	GUCY1A3/GUCY1B3/EDNRA	3
MD222	hsa05165	Human papillomavirus infection	4/19	332/7846	0.00736680803710805	0.0324139553632754	0.0209372438949387	COL1A1/COL1A2/COL9A1/HEYL	4
MD222	hsa04151	PI3K-Akt signaling pathway	4/19	355/7846	0.00930396548110514	0.0341145400973855	0.0220357077184069	SGK1/COL1A1/COL1A2/COL9A1	4
MD222	hsa04510	Focal adhesion	3/19	201/7846	0.0118581184604338	0.040135170173776	0.0259246314519606	COL1A1/COL1A2/COL9A1	3
MD225	hsa04141	Protein processing in endoplasmic reticulum	7/10	166/7846	1.90354577981385e-10	5.32992818347878e-09	2.00373239980405e-09	HSPA8/HSP90AA1/HSPA1A/HSPA1B/DNAJB1/HSP90AB1/HSPH1	7
MD225	hsa04612	Antigen processing and presentation	5/10	68/7846	1.02647395999396e-08	1.43706354399155e-07	5.40249452628401e-08	HSPA8/HSP90AA1/HSPA1A/HSPA1B/HSP90AB1	5
MD225	hsa04915	Estrogen signaling pathway	5/10	139/7846	3.81128867432525e-07	3.55720276270356e-06	1.33729427169307e-06	HSPA8/HSP90AA1/HSPA1A/HSPA1B/HSP90AB1	5
MD225	hsa05134	Legionellosis	4/10	57/7846	5.08926201839275e-07	3.56248341287493e-06	1.33927947852441e-06	HSPA8/HSPA1A/HSPA1B/HSPD1	4
MD225	hsa04213	Longevity regulating pathway - multiple species	3/10	64/7846	5.96409943429203e-05	0.000333989568320354	0.000125559988090358	HSPA8/HSPA1A/HSPA1B	3
MD225	hsa05145	Toxoplasmosis	3/10	110/7846	0.000299526143390968	0.00139778866915785	0.000525484462089417	HSPA8/HSPA1A/HSPA1B	3
MD225	hsa03040	Spliceosome	3/10	135/7846	0.000547220796996145	0.0021305770426682	0.000800968813033158	HSPA8/HSPA1A/HSPA1B	3
MD225	hsa05162	Measles	3/10	140/7846	0.0006087362979052	0.0021305770426682	0.000800968813033158	HSPA8/HSPA1A/HSPA1B	3
MD225	hsa04144	Endocytosis	3/10	247/7846	0.00313873537888284	0.00976495451207994	0.00367103553085712	HSPA8/HSPA1A/HSPA1B	3
MD225	hsa04010	MAPK signaling pathway	3/10	295/7846	0.00518590936708595	0.0143014944097025	0.00537650165778288	HSPA8/HSPA1A/HSPA1B	3
MD226	hsa05160	Hepatitis C	7/38	157/7846	8.42032943656127e-06	0.000801985926109086	0.000554925852442061	CASP3/YWHAZ/EIF2AK3/CYCS/SOCS3/CDKN1A/MYC	7
MD226	hsa05161	Hepatitis B	7/38	164/7846	1.12165863791481e-05	0.000801985926109086	0.000554925852442061	CASP3/YWHAZ/CYCS/EGR3/CDKN1A/MYC/EGR2	7
MD226	hsa05210	Colorectal cancer	4/38	88/7846	0.000815226397102957	0.0335810286816904	0.0232360448736025	CASP3/CYCS/CDKN1A/MYC	4
MD226	hsa05222	Small cell lung cancer	4/38	94/7846	0.00104419422906854	0.0335810286816904	0.0232360448736025	CASP3/CYCS/CDKN1A/MYC	4
MD226	hsa04925	Aldosterone synthesis and secretion	4/38	97/7846	0.00117416184201715	0.0335810286816904	0.0232360448736025	ATP1A1/ATP1B3/NR4A1/NR4A2	4
MD226	hsa05167	Kaposi sarcoma-associated herpesvirus infection	5/38	188/7846	0.00197782513790831	0.0460112346051356	0.031836997076796	CASP3/CYCS/CDKN1A/MYC/ZFP36	5
MD226	hsa04919	Thyroid hormone signaling pathway	4/38	121/7846	0.00264968780473702	0.0460112346051356	0.031836997076796	ATP1A1/ATP2A2/ATP1B3/MYC	4
MD226	hsa05203	Viral carcinogenesis	5/38	202/7846	0.00270662393264167	0.0460112346051356	0.031836997076796	CASP3/YWHAZ/EGR3/CDKN1A/EGR2	5
MD226	hsa04110	Cell cycle	4/38	124/7846	0.00289581196815538	0.0460112346051356	0.031836997076796	YWHAZ/SKP1/CDKN1A/MYC	4
