	nCell	nUMI	validCell	cellRatio	filter
PCDHGA7	62	135	2235	0.0277404921700224	TRUE
PCDHGB4	11	24	2235	0.00492170022371365	FALSE
PCDHGA8	67	108	2235	0.0299776286353468	TRUE
PCDHGB5	33	169	2235	0.0147651006711409	TRUE
PCDHGA9	20	32	2235	0.00894854586129754	FALSE
PCDHGB6	107	177	2235	0.0478747203579418	TRUE
PCDHGA10	80	161	2235	0.0357941834451902	TRUE
PCDHGB7	88	256	2235	0.0393736017897092	TRUE
PCDHGA11	57	105	2235	0.025503355704698	TRUE
PCDHGB8P	3	12	2235	0.00134228187919463	FALSE
AC005618.9	0	0	2235	0	FALSE
PCDHGA12	46	118	2235	0.0205816554809843	TRUE
PCDHGB9P	11	13	2235	0.00492170022371365	FALSE
CTD-2024I7.18	6	7	2235	0.00268456375838926	FALSE
PCDHGC3	705	3969	2235	0.315436241610738	TRUE
RN7SL68P	7	11	2235	0.00313199105145414	FALSE
PCDHGC4	5	7	2235	0.00223713646532438	FALSE
PCDHGC5	3	6	2235	0.00134228187919463	FALSE
DIAPH1	941	4561	2235	0.421029082774049	TRUE
CTD-2024I7.13	6	9	2235	0.00268456375838926	FALSE
RPS27AP10	0	0	2235	0	FALSE
AC008781.7	14	19	2235	0.00626398210290828	FALSE
HDAC3	1537	14187	2235	0.687695749440716	TRUE
RELL2	4	14	2235	0.00178970917225951	FALSE
FCHSD1	81	115	2235	0.036241610738255	TRUE
ARAP3	454	1231	2235	0.203131991051454	TRUE
AC005753.1	9	17	2235	0.00402684563758389	FALSE
PCDH1	308	1181	2235	0.137807606263982	TRUE
AC005740.3	8	10	2235	0.00357941834451902	FALSE
KIAA0141	512	870	2235	0.229082774049217	TRUE
PCDH12	149	712	2235	0.0666666666666667	TRUE
AC005740.6	4	6	2235	0.00178970917225951	FALSE
RNF14	679	1469	2235	0.303803131991051	TRUE
AC005740.5	1	3	2235	0.000447427293064877	FALSE
GNPDA1	528	1366	2235	0.236241610738255	TRUE
AC005740.4	1	1	2235	0.000447427293064877	FALSE
NDFIP1	2035	19476	2235	0.910514541387025	TRUE
CTC-463A16.1	147	322	2235	0.0657718120805369	TRUE
SPRY4	321	685	2235	0.143624161073826	TRUE
SPRY4-IT1	40	67	2235	0.0178970917225951	TRUE
SPRY4-IT1_1	1	1	2235	0.000447427293064877	FALSE
SPRY4-IT1_2	5	7	2235	0.00223713646532438	FALSE
AC005592.2	34	60	2235	0.0152125279642058	TRUE
RPS12P10	4	4	2235	0.00178970917225951	FALSE
FGF1	59	162	2235	0.0263982102908277	TRUE
AC005592.3	1	1	2235	0.000447427293064877	FALSE
LINC01844	11	18	2235	0.00492170022371365	FALSE
ARHGAP26	591	2211	2235	0.264429530201342	TRUE
ARHGAP26-AS1	5	7	2235	0.00223713646532438	FALSE
ARHGAP26-IT1	4	4	2235	0.00178970917225951	FALSE
NR3C1	1804	9402	2235	0.807158836689038	TRUE
RPL7P21	17	26	2235	0.00760626398210291	FALSE
RP11-278J6.5	5	9	2235	0.00223713646532438	FALSE
RP11-278J6.4	4	6	2235	0.00178970917225951	FALSE
CTD-2050E21.1	0	1	2235	0	FALSE
RNU7-156P	0	0	2235	0	FALSE
CTD-2050E21.2	1	1	2235	0.000447427293064877	FALSE
CTB-57H20.1	0	0	2235	0	FALSE
MIR5197	1	1	2235	0.000447427293064877	FALSE
CTB-70D19.1	0	0	2235	0	FALSE
HMHB1	1	1	2235	0.000447427293064877	FALSE
RN7SL87P	0	0	2235	0	FALSE
YIPF5	1315	3771	2235	0.588366890380313	TRUE
KCTD16	199	1565	2235	0.0890380313199105	TRUE
CTC-218H9.1	0	2	2235	0	FALSE
CKS1BP5	1	1	2235	0.000447427293064877	FALSE
CTB-85P21.1	0	0	2235	0	FALSE
RN7SKP246	0	0	2235	0	FALSE
NAMPTP2	0	0	2235	0	FALSE
CTC-367F4.1	1	1	2235	0.000447427293064877	FALSE
ASS1P10	0	0	2235	0	FALSE
CTC-806A22.1	8	12	2235	0.00357941834451902	FALSE
CTB-73N10.1	1	2	2235	0.000447427293064877	FALSE
PRELID2	380	755	2235	0.170022371364653	TRUE
CTB-78O21.1	3	4	2235	0.00134228187919463	FALSE
GRXCR2	2	5	2235	0.000894854586129754	FALSE
SH3RF2	101	204	2235	0.0451901565995526	TRUE
AC005351.1	16	23	2235	0.00715883668903803	FALSE
PLAC8L1	15	29	2235	0.00671140939597315	FALSE
RP11-118M9.3	9	11	2235	0.00402684563758389	FALSE
LARS	1494	8590	2235	0.668456375838926	TRUE
RP11-449H3.1	5	7	2235	0.00223713646532438	FALSE
RP11-449H3.2	7	9	2235	0.00313199105145414	FALSE
RP11-449H3.3	0	0	2235	0	FALSE
RBM27	690	1288	2235	0.308724832214765	TRUE
RNU7-180P	1	6	2235	0.000447427293064877	FALSE
CTC-359M8.1	1	2	2235	0.000447427293064877	FALSE
POU4F3	1	2	2235	0.000447427293064877	FALSE
CTC-359M8.3	0	0	2235	0	FALSE
CTB-1H10.1	0	0	2235	0	FALSE
TCERG1	1475	7474	2235	0.659955257270693	TRUE
GPR151	3	4	2235	0.00134228187919463	FALSE
CTB-99A3.1	1	1	2235	0.000447427293064877	FALSE
PPP2R2B	43	142	2235	0.0192393736017897	TRUE
RNA5SP196	0	0	2235	0	FALSE
RN7SL791P	15	23	2235	0.00671140939597315	FALSE
KRT8P48	0	0	2235	0	FALSE
PPP2R2B-IT1	0	0	2235	0	FALSE
CTC-255N20.1	6	21	2235	0.00268456375838926	FALSE
STK32A	88	141	2235	0.0393736017897092	TRUE
DPYSL3	1153	5017	2235	0.515883668903803	TRUE
CTB-108O6.2	0	1	2235	0	FALSE
JAKMIP2-AS1	6	9	2235	0.00268456375838926	FALSE
JAKMIP2	254	1085	2235	0.113646532438479	TRUE
SPINK1	704	75179	2235	0.314988814317673	TRUE
CTC-327F10.1	4	6	2235	0.00178970917225951	FALSE
SCGB3A2	2	2	2235	0.000894854586129754	FALSE
C5orf46	1	1	2235	0.000447427293064877	FALSE
CTC-327F10.5	0	0	2235	0	FALSE
CTC-327F10.4	0	0	2235	0	FALSE
EEF1GP2	7	7	2235	0.00313199105145414	FALSE
SPINK5	44	320	2235	0.0196868008948546	TRUE
SPINK14	1	2	2235	0.000447427293064877	FALSE
SPINK6	0	6	2235	0	FALSE
HMGN1P16	0	0	2235	0	FALSE
CTC-295J13.3	1	3	2235	0.000447427293064877	FALSE
SPINK13	5	7	2235	0.00223713646532438	FALSE
RP11-373N22.3	12	17	2235	0.00536912751677852	FALSE
PGBD4P3	1	2	2235	0.000447427293064877	FALSE
SPINK7	3	3	2235	0.00134228187919463	FALSE
SPINK9	3	3	2235	0.00134228187919463	FALSE
RP11-373N22.4	0	2	2235	0	FALSE
FBXO38	602	1505	2235	0.269351230425056	TRUE
CTD-2283N19.1	10	11	2235	0.00447427293064877	FALSE
HTR4	7	10	2235	0.00313199105145414	FALSE
CTB-160O22.1	0	0	2235	0	FALSE
ADRB2	123	278	2235	0.0550335570469799	TRUE
SH3TC2	28	40	2235	0.0125279642058166	TRUE
RP11-44B19.1	6	17	2235	0.00268456375838926	FALSE
RNU6-732P	0	1	2235	0	FALSE
MIR584	0	0	2235	0	FALSE
CTC-529P8.1	60	115	2235	0.0268456375838926	TRUE
RN7SKP145	0	0	2235	0	FALSE
ABLIM3	90	183	2235	0.0402684563758389	TRUE
RP11-331K21.1	0	0	2235	0	FALSE
AC012613.2	7	9	2235	0.00313199105145414	FALSE
AFAP1L1	131	484	2235	0.0586129753914989	TRUE
GRPEL2	477	987	2235	0.213422818791946	TRUE
GRPEL2-AS1	5	7	2235	0.00223713646532438	FALSE
PCYOX1L	356	646	2235	0.159284116331096	TRUE
IL17B	7	24	2235	0.00313199105145414	FALSE
RP11-394O4.3	18	37	2235	0.00805369127516779	FALSE
CARMN	643	5835	2235	0.287695749440716	TRUE
RP11-394O4.6	0	0	2235	0	FALSE
MIR143	0	0	2235	0	FALSE
MIR145	1	2	2235	0.000447427293064877	FALSE
CSNK1A1	1422	5017	2235	0.636241610738255	TRUE
CTB-89H12.4	621	1449	2235	0.277852348993289	TRUE
RPL29P14	11	13	2235	0.00492170022371365	FALSE
ARHGEF37	185	376	2235	0.0827740492170022	TRUE
RNU6-588P	0	0	2235	0	FALSE
RN7SL868P	0	0	2235	0	FALSE
PPARGC1B	241	731	2235	0.107829977628635	TRUE
MIR378A	0	0	2235	0	FALSE
PDE6A	16	26	2235	0.00715883668903803	FALSE
AC008427.2	1	3	2235	0.000447427293064877	FALSE
SLC26A2	921	4122	2235	0.412080536912752	TRUE
TIGD6	65	131	2235	0.029082774049217	TRUE
HMGXB3	176	630	2235	0.0787472035794183	TRUE
AC011406.2	0	0	2235	0	FALSE
RPS20P4	5	5	2235	0.00223713646532438	FALSE
CSF1R	130	1224	2235	0.058165548098434	TRUE
RPL7P1	1578	4350	2235	0.706040268456376	TRUE
PDGFRB	1340	8088	2235	0.599552572706935	TRUE
CDX1	134	584	2235	0.0599552572706935	TRUE
SLC6A7	3	5	2235	0.00134228187919463	FALSE
CAMK2A	38	57	2235	0.0170022371364653	TRUE
ARSI	145	380	2235	0.0648769574944072	TRUE
TCOF1	786	2171	2235	0.351677852348993	TRUE
CD74	474	8006	2235	0.212080536912752	TRUE
RPS14	2183	68573	2235	0.976733780760626	TRUE
NDST1-AS1	0	0	2235	0	FALSE
NDST1	411	723	2235	0.183892617449664	TRUE
SYNPO	1172	7991	2235	0.524384787472036	TRUE
CTB-140J7.2	1	1	2235	0.000447427293064877	FALSE
MYOZ3	391	899	2235	0.174944071588367	TRUE
CTC-345K18.2	6	8	2235	0.00268456375838926	FALSE
RBM22	954	2650	2235	0.426845637583893	TRUE
DCTN4	1248	4532	2235	0.558389261744966	TRUE
SMIM3	412	801	2235	0.184340044742729	TRUE
IRGM	5	7	2235	0.00223713646532438	FALSE
ZNF300	251	456	2235	0.112304250559284	TRUE
ZNF300P1	401	1097	2235	0.179418344519016	TRUE
CTC-311G1.1	2	2	2235	0.000894854586129754	FALSE
CTC-311G1.2	1	3	2235	0.000447427293064877	FALSE
GPX3	276	689	2235	0.123489932885906	TRUE
TNIP1	702	2119	2235	0.314093959731544	TRUE
ANXA6	1224	4998	2235	0.547651006711409	TRUE
CTB-17P3.4	0	0	2235	0	FALSE
CCDC69	461	1665	2235	0.206263982102908	TRUE
GM2A	573	2088	2235	0.256375838926174	TRUE
SLC36A3	5	8	2235	0.00223713646532438	FALSE
SLC36A2	20	28	2235	0.00894854586129754	FALSE
CTC-224D3.1	0	0	2235	0	FALSE
CTB-23I7.1	1	1	2235	0.000447427293064877	FALSE
CTB-23I7.2	3	7	2235	0.00134228187919463	FALSE
CTB-23I7.3	0	2	2235	0	FALSE
SLC36A1	327	581	2235	0.146308724832215	TRUE
RNA5SP197	1	1	2235	0.000447427293064877	FALSE
FAT2	6	12	2235	0.00268456375838926	FALSE
CTC-251D13.1	16	20	2235	0.00715883668903803	FALSE
MIR6499	0	0	2235	0	FALSE
CTB-113P19.4	6	13	2235	0.00268456375838926	FALSE
SPARC	2173	186176	2235	0.972259507829978	TRUE
CTB-113P19.1	38	138	2235	0.0170022371364653	TRUE
RN7SKP232	0	0	2235	0	FALSE
CTB-113P19.5	35	59	2235	0.0156599552572707	TRUE
ATOX1	214	339	2235	0.0957494407158837	TRUE
CTB-113P19.3	1	1	2235	0.000447427293064877	FALSE
RPLP1P6	20	35	2235	0.00894854586129754	FALSE
RP11-54C4.3	4	4	2235	0.00178970917225951	FALSE
G3BP1	1336	4213	2235	0.597762863534676	TRUE
GLRA1	3	4	2235	0.00134228187919463	FALSE
RP11-54C4.2	2	2	2235	0.000894854586129754	FALSE
RNA5SP198	2	2	2235	0.000894854586129754	FALSE
LINC01933	2	12	2235	0.000894854586129754	FALSE
NMUR2	6	9	2235	0.00268456375838926	FALSE
CTC-550M4.1	4	5	2235	0.00178970917225951	FALSE
LINC01470	0	5	2235	0	FALSE
GRIA1	27	52	2235	0.0120805369127517	TRUE
RN7SL177P	0	1	2235	0	FALSE
LINC01861	0	0	2235	0	FALSE
RP11-461L18.1	1	3	2235	0.000447427293064877	FALSE
FAM114A2	664	3223	2235	0.297091722595078	TRUE
MFAP3	62	106	2235	0.0277404921700224	TRUE
GALNT10	603	1775	2235	0.269798657718121	TRUE
SAP30L-AS1	4	4	2235	0.00178970917225951	FALSE
HNRNPA3P7	1	1	2235	0.000447427293064877	FALSE
MIR1294	0	0	2235	0	FALSE
RN7SL655P	2	2	2235	0.000894854586129754	FALSE
SAP30L	967	2347	2235	0.432662192393736	TRUE
HAND1	0	0	2235	0	FALSE
CTB-158E9.1	3	9	2235	0.00134228187919463	FALSE
CTB-158E9.2	1	4	2235	0.000447427293064877	FALSE
CIR1P1	12	19	2235	0.00536912751677852	FALSE
MIR3141	0	0	2235	0	FALSE
MIR1303	1	1	2235	0.000447427293064877	FALSE
LARP1	2033	31916	2235	0.909619686800895	TRUE
RN7SL803P	3	5	2235	0.00134228187919463	FALSE
CTC-209L16.1	8	12	2235	0.00357941834451902	FALSE
FAXDC2	998	2965	2235	0.446532438478747	TRUE
MIR378H	1	1	2235	0.000447427293064877	FALSE
CNOT8	1107	2614	2235	0.495302013422819	TRUE
GEMIN5	332	536	2235	0.148545861297539	TRUE
MRPL22	1074	4754	2235	0.480536912751678	TRUE
CTC-280C13.1	1	2	2235	0.000447427293064877	FALSE
KIF4B	5	8	2235	0.00223713646532438	FALSE
CTD-2311A18.1	5	5	2235	0.00223713646532438	FALSE
CTC-447K7.1	1	1	2235	0.000447427293064877	FALSE
CTB-95D12.1	67	109	2235	0.0299776286353468	TRUE
RNA5SP199	0	0	2235	0	FALSE
SGCD	1336	10464	2235	0.597762863534676	TRUE
CTB-56J15.1	0	0	2235	0	FALSE
CTC-340I23.2	0	0	2235	0	FALSE
RNU6-556P	0	1	2235	0	FALSE
PPP1R2P3	3	3	2235	0.00134228187919463	FALSE
TIMD4	6	17	2235	0.00268456375838926	FALSE
APOOP1	0	0	2235	0	FALSE
HAVCR1	7	15	2235	0.00313199105145414	FALSE
HAVCR2	86	185	2235	0.0384787472035794	TRUE
CTB-120L21.1	0	1	2235	0	FALSE
MED7	164	292	2235	0.0733780760626398	TRUE
ITK	172	638	2235	0.0769574944071588	TRUE
FAM71B	4	5	2235	0.00178970917225951	FALSE
CTB-4E7.1	0	0	2235	0	FALSE
CTC-248O19.1	1	3	2235	0.000447427293064877	FALSE
CYFIP2	466	2702	2235	0.208501118568233	TRUE
FNDC9	3	10	2235	0.00134228187919463	FALSE
CTB-109A12.1	6	9	2235	0.00268456375838926	FALSE
CTB-47B11.3	31	134	2235	0.0138702460850112	TRUE
ADAM19	260	690	2235	0.116331096196868	TRUE
CTB-47B11.1	2	4	2235	0.000894854586129754	FALSE
NIPAL4	7	19	2235	0.00313199105145414	FALSE
AC106801.1	9	17	2235	0.00402684563758389	FALSE
RNU6-390P	2	2	2235	0.000894854586129754	FALSE
AC008694.2	3	3	2235	0.00134228187919463	FALSE
SOX30	6	23	2235	0.00268456375838926	FALSE
C5orf52	6	9	2235	0.00268456375838926	FALSE
AC008694.3	1	2	2235	0.000447427293064877	FALSE
THG1L	970	7425	2235	0.434004474272931	TRUE
LSM11	242	458	2235	0.1082774049217	TRUE
CTC-370J7.1	0	1	2235	0	FALSE
CLINT1	1502	9333	2235	0.672035794183445	TRUE
RNU6-260P	1	1	2235	0.000447427293064877	FALSE
CTB-47B8.1	0	3	2235	0	FALSE
RNU2-48P	0	0	2235	0	FALSE
MARK2P11	0	2	2235	0	FALSE
CTB-47B8.5	3	9	2235	0.00134228187919463	FALSE
CTB-47B8.4	2	5	2235	0.000894854586129754	FALSE
CTC-436K13.5	1	1	2235	0.000447427293064877	FALSE
CTC-436K13.1	2	8	2235	0.000894854586129754	FALSE
CTC-436K13.4	0	1	2235	0	FALSE
CTC-436K13.6	1	2	2235	0.000447427293064877	FALSE
CTC-436K13.3	2	3	2235	0.000894854586129754	FALSE
CTC-436K13.2	1	2	2235	0.000447427293064877	FALSE
RP11-524N5.1	9	16	2235	0.00402684563758389	FALSE
RP11-542A14.1	2	2	2235	0.000894854586129754	FALSE
RP11-542A14.2	3	6	2235	0.00134228187919463	FALSE
RP11-32D16.1	2	2	2235	0.000894854586129754	FALSE
EBF1	629	2268	2235	0.281431767337808	TRUE
CTD-2363C16.1	0	0	2235	0	FALSE
CTD-2363C16.2	0	1	2235	0	FALSE
LINC02202	20	23	2235	0.00894854586129754	FALSE
RP11-175K6.2	82	193	2235	0.0366890380313199	TRUE
RNF145	900	2030	2235	0.402684563758389	TRUE
CTB-11I22.1	1	1	2235	0.000447427293064877	FALSE
LINC01932	0	0	2235	0	FALSE
UBLCP1	1025	4775	2235	0.458612975391499	TRUE
AC008697.1	25	78	2235	0.0111856823266219	TRUE
IL12B	5	8	2235	0.00223713646532438	FALSE
RNU4ATAC2P	0	0	2235	0	FALSE
LINC01845	2	3	2235	0.000894854586129754	FALSE
CTB-76P12.1	1	2	2235	0.000447427293064877	FALSE
AC008691.1	4	9	2235	0.00178970917225951	FALSE
LINC01847	1	5	2235	0.000447427293064877	FALSE
ADRA1B	0	0	2235	0	FALSE
GAPDHP40	1	3	2235	0.000447427293064877	FALSE
TTC1	1218	6210	2235	0.54496644295302	TRUE
AC068657.2	25	35	2235	0.0111856823266219	TRUE
PWWP2A	920	2054	2235	0.411633109619687	TRUE
FABP6	72	582	2235	0.0322147651006711	TRUE
CTB-127C13.1	25	41	2235	0.0111856823266219	TRUE
RP11-34P1.1	52	97	2235	0.0232662192393736	TRUE
CCNJL	288	795	2235	0.128859060402685	TRUE
RP11-34P1.2	47	59	2235	0.0210290827740492	TRUE
RP11-34P1.4	3	3	2235	0.00134228187919463	FALSE
C1QTNF2	298	579	2235	0.133333333333333	TRUE
ZBED8	204	283	2235	0.0912751677852349	TRUE
SLU7	1490	10914	2235	0.666666666666667	TRUE
PTTG1	201	561	2235	0.0899328859060403	TRUE
MIR3142HG	48	95	2235	0.0214765100671141	TRUE
MIR3142	1	1	2235	0.000447427293064877	FALSE
MIR146A	0	0	2235	0	FALSE
ATP10B	50	189	2235	0.0223713646532438	TRUE
CTC-348L5.1	18	27	2235	0.00805369127516779	FALSE
CTC-529G1.1	0	1	2235	0	FALSE
LINC02159	0	0	2235	0	FALSE
GABRB2	38	129	2235	0.0170022371364653	TRUE
GABRA6	1	3	2235	0.000447427293064877	FALSE
RP11-348M17.2	0	0	2235	0	FALSE
GLRXP3	0	0	2235	0	FALSE
GABRA1	10	23	2235	0.00447427293064877	FALSE
LINC01202	1	2	2235	0.000447427293064877	FALSE
GABRG2	21	37	2235	0.00939597315436242	FALSE
RP11-96G10.1	1	1	2235	0.000447427293064877	FALSE
RNU6-164P	2	3	2235	0.000894854586129754	FALSE
RP11-167P20.1	0	1	2235	0	FALSE
ARL2BPP5	3	3	2235	0.00134228187919463	FALSE
RP11-541P9.3	4	6	2235	0.00178970917225951	FALSE
MRPL57P6	0	0	2235	0	FALSE
CTB-95B16.1	0	1	2235	0	FALSE
CCNG1	1277	3390	2235	0.571364653243848	TRUE
NUDCD2	464	867	2235	0.207606263982103	TRUE
HMMR	60	300	2235	0.0268456375838926	TRUE
HMMR-AS1	1	2	2235	0.000447427293064877	FALSE
MAT2B	976	1804	2235	0.43668903803132	TRUE
RP11-756G12.1	0	0	2235	0	FALSE
RNU6-168P	1	3	2235	0.000447427293064877	FALSE
CTC-320C6.1	0	2	2235	0	FALSE
LSM1P2	0	0	2235	0	FALSE
CTC-207P7.1	2	6	2235	0.000894854586129754	FALSE
CTB-32P11.1	1	1	2235	0.000447427293064877	FALSE
CTC-340A15.2	20	33	2235	0.00894854586129754	FALSE
LINC02143	2	3	2235	0.000894854586129754	FALSE
CTC-340A15.1	4	10	2235	0.00178970917225951	FALSE
RNU6-209P	0	0	2235	0	FALSE
LINC01938	4	8	2235	0.00178970917225951	FALSE
CTC-535M15.2	0	0	2235	0	FALSE
RN7SKP60	0	0	2235	0	FALSE
CTC-535M15.1	2	3	2235	0.000894854586129754	FALSE
CTC-425K20.1	0	0	2235	0	FALSE
RPL7P20	7	9	2235	0.00313199105145414	FALSE
RP11-67M9.1	1	5	2235	0.000447427293064877	FALSE
CTB-63M22.1	667	1056	2235	0.298434004474273	TRUE
LINC01947	1	1	2235	0.000447427293064877	FALSE
CTC-264O10.2	0	0	2235	0	FALSE
CTC-264O10.1	3	6	2235	0.00134228187919463	FALSE
TENM2	53	116	2235	0.0237136465324385	TRUE
CTB-180C19.1	2	9	2235	0.000894854586129754	FALSE
CTC-286N12.1	0	0	2235	0	FALSE
CTB-105L4.2	1	1	2235	0.000447427293064877	FALSE
CTB-78F1.1	2	5	2235	0.000894854586129754	FALSE
CTB-78F1.2	1	1	2235	0.000447427293064877	FALSE
CTC-353G13.1	3	4	2235	0.00134228187919463	FALSE
CTB-77H17.1	0	0	2235	0	FALSE
CTB-178M22.1	2	2	2235	0.000894854586129754	FALSE
CTB-105N12.2	1	1	2235	0.000447427293064877	FALSE
CTB-178M22.2	3	4	2235	0.00134228187919463	FALSE
WWC1	277	1392	2235	0.123937360178971	TRUE
RARS	1384	13547	2235	0.61923937360179	TRUE
FBLL1	17	22	2235	0.00760626398210291	FALSE
PANK3	1116	3245	2235	0.499328859060403	TRUE
SLC2A3P1	0	0	2235	0	FALSE
MIR103A1	1	1	2235	0.000447427293064877	FALSE
MIR103B1	0	0	2235	0	FALSE
RPL10P9	376	488	2235	0.168232662192394	TRUE
CTC-558O2.2	7	8	2235	0.00313199105145414	FALSE
SLIT3	730	3564	2235	0.32662192393736	TRUE
CTC-558O2.1	4	5	2235	0.00178970917225951	FALSE
MIR218-2	1	1	2235	0.000447427293064877	FALSE
CTB-174D11.2	4	9	2235	0.00178970917225951	FALSE
CTB-174D11.3	41	68	2235	0.01834451901566	TRUE
CTB-174D11.1	16	26	2235	0.00715883668903803	FALSE
MIR585	1	1	2235	0.000447427293064877	FALSE
RNU6-477P	0	0	2235	0	FALSE
SPDL1	293	764	2235	0.131096196868009	TRUE
DOCK2	328	1450	2235	0.14675615212528	TRUE
CTB-37A13.1	2	4	2235	0.000894854586129754	FALSE
FAM196B	5	8	2235	0.00223713646532438	FALSE
MIR378E	6	8	2235	0.00268456375838926	FALSE
FOXI1	3	4	2235	0.00134228187919463	FALSE
KRT18P41	2	2	2235	0.000894854586129754	FALSE
LINC01187	2	2	2235	0.000894854586129754	FALSE
C5orf58	10	10	2235	0.00447427293064877	FALSE
LCP2	230	639	2235	0.102908277404922	TRUE
CTB-114C7.4	10	14	2235	0.00447427293064877	FALSE
LINC01366	4	7	2235	0.00178970917225951	FALSE
KCNIP1	30	41	2235	0.0134228187919463	TRUE
KCNMB1	79	168	2235	0.0353467561521253	TRUE
CTD-2270F17.1	9	10	2235	0.00402684563758389	FALSE
CTB-147C13.1	6	10	2235	0.00268456375838926	FALSE
CTC-265N9.1	0	2	2235	0	FALSE
CTC-455F18.1	1	1	2235	0.000447427293064877	FALSE
GABRP	3	6	2235	0.00134228187919463	FALSE
RANBP17	143	240	2235	0.0639821029082774	TRUE
RN7SL623P	0	0	2235	0	FALSE
CTC-455F18.3	2	9	2235	0.000894854586129754	FALSE
RP11-546B8.3	2	3	2235	0.000894854586129754	FALSE
RP11-546B8.6	0	0	2235	0	FALSE
TLX3	0	0	2235	0	FALSE
RP11-546B8.1	1	1	2235	0.000447427293064877	FALSE
RN7SL339P	3	4	2235	0.00134228187919463	FALSE
RPSAP71	1	2	2235	0.000447427293064877	FALSE
RPL10P8	4	7	2235	0.00178970917225951	FALSE
MIR3912	0	0	2235	0	FALSE
NPM1	2206	77042	2235	0.987024608501119	TRUE
FGF18	35	57	2235	0.0156599552572707	TRUE
CTB-78H18.1	0	1	2235	0	FALSE
SMIM23	0	1	2235	0	FALSE
FBXW11	1088	4235	2235	0.486800894854586	TRUE
STK10	431	1273	2235	0.192841163310962	TRUE
EFCAB9	0	1	2235	0	FALSE
UBTD2	1100	2737	2235	0.492170022371365	TRUE
KLF3P1	18	21	2235	0.00805369127516779	FALSE
SH3PXD2B	747	1498	2235	0.334228187919463	TRUE
LINC01944	1	1	2235	0.000447427293064877	FALSE
CTB-79E8.4	1	1	2235	0.000447427293064877	FALSE
NEURL1B	241	633	2235	0.107829977628635	TRUE
CTB-79E8.3	119	142	2235	0.0532438478747204	TRUE
MIR5003	5	29	2235	0.00223713646532438	FALSE
CTB-79E8.2	0	0	2235	0	FALSE
RP11-779O18.1	19	47	2235	0.00850111856823266	FALSE
RP11-779O18.2	10	10	2235	0.00447427293064877	FALSE
RP11-779O18.3	0	0	2235	0	FALSE
DUSP1	1739	15031	2235	0.778076062639821	TRUE
RP11-779O18.4	0	0	2235	0	FALSE
RP11-536N17.1	6	10	2235	0.00268456375838926	FALSE
ERGIC1	747	1540	2235	0.334228187919463	TRUE
CTC-308K20.1	25	38	2235	0.0111856823266219	TRUE
CTC-308K20.2	11	19	2235	0.00492170022371365	FALSE
RPL26L1	448	814	2235	0.200447427293065	TRUE
CTC-308K20.3	2	5	2235	0.000894854586129754	FALSE
ATP6V0E1	1506	4494	2235	0.673825503355705	TRUE
CTC-308K20.4	2	2	2235	0.000894854586129754	FALSE
SNORA74B	2	2	2235	0.000894854586129754	FALSE
CREBRF	1243	4207	2235	0.556152125279642	TRUE
CDC42P5	2	3	2235	0.000894854586129754	FALSE
CTC-209H22.3	4	5	2235	0.00178970917225951	FALSE
BNIP1	138	289	2235	0.061744966442953	TRUE
RPL7AP33	1	1	2235	0.000447427293064877	FALSE
NKX2-5	0	0	2235	0	FALSE
RNA5SP200	0	0	2235	0	FALSE
STC2	140	357	2235	0.0626398210290828	TRUE
MIR8056	0	0	2235	0	FALSE
RNU6-500P	0	0	2235	0	FALSE
CTB-32H22.1	1	2	2235	0.000447427293064877	FALSE
CTB-164N12.1	0	0	2235	0	FALSE
CTB-33O18.1	0	0	2235	0	FALSE
CTB-33O18.2	0	0	2235	0	FALSE
CTB-33O18.3	0	0	2235	0	FALSE
BOD1	1254	3622	2235	0.561073825503356	TRUE
LINC01863	2	2	2235	0.000894854586129754	FALSE
LINC01942	0	1	2235	0	FALSE
LINC01484	19	25	2235	0.00850111856823266	FALSE
LINC01485	6	13	2235	0.00268456375838926	FALSE
CPEB4	777	3393	2235	0.347651006711409	TRUE
C5orf47	7	8	2235	0.00313199105145414	FALSE
RPL12P22	0	1	2235	0	FALSE
HMP19	29	174	2235	0.0129753914988814	TRUE
RP11-619L12.3	2	7	2235	0.000894854586129754	FALSE
RP11-619L12.4	0	0	2235	0	FALSE
CTC-229L21.1	1	2	2235	0.000447427293064877	FALSE
CTC-430J12.2	1	1	2235	0.000447427293064877	FALSE
LINC01411	16	25	2235	0.00715883668903803	FALSE
GAPDHP71	1	8	2235	0.000447427293064877	FALSE
SUMO2P6	3	3	2235	0.00134228187919463	FALSE
RP11-267A15.3	0	1	2235	0	FALSE
HIGD1AP3	1	1	2235	0.000447427293064877	FALSE
MSX2	33	45	2235	0.0147651006711409	TRUE
CTD-2532K18.1	0	1	2235	0	FALSE
MIR4634	0	0	2235	0	FALSE
CTD-2532K18.2	0	0	2235	0	FALSE
LINC01951	0	0	2235	0	FALSE
NIFKP2	8	8	2235	0.00357941834451902	FALSE
CTC-281M20.3	0	0	2235	0	FALSE
CTC-281M20.4	0	0	2235	0	FALSE
ARL2BPP6	4	4	2235	0.00178970917225951	FALSE
DRD1	11	14	2235	0.00492170022371365	FALSE
SFXN1	370	550	2235	0.165548098434004	TRUE
CTC-571O20.1	0	0	2235	0	FALSE
RN7SKP148	0	0	2235	0	FALSE
HRH2	79	160	2235	0.0353467561521253	TRUE
